region;state;time;cases_cum;cases_new;deaths_cum;deaths_new;cases_cum_norm;deaths_cum_norm
Centro-Oeste;Distrito Federal;2020-02-25;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-02-26;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-02-27;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-02-28;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-02-29;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-01;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-02;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-03;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-04;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-05;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-06;0.0;0;0;0;0.0;0.0
Centro-Oeste;Distrito Federal;2020-03-07;1.0;1;0;0;0.0332;0.0
Centro-Oeste;Distrito Federal;2020-03-08;1.0;0;0;0;0.0332;0.0
Centro-Oeste;Distrito Federal;2020-03-09;1.0;0;0;0;0.0332;0.0
Centro-Oeste;Distrito Federal;2020-03-10;1.0;0;0;0;0.0332;0.0
Centro-Oeste;Distrito Federal;2020-03-11;2.0;1;0;0;0.0663;0.0
Centro-Oeste;Distrito Federal;2020-03-12;2.0;0;0;0;0.0663;0.0
Centro-Oeste;Distrito Federal;2020-03-13;2.0;0;0;0;0.0663;0.0
Centro-Oeste;Distrito Federal;2020-03-14;6.0;4;0;0;0.199;0.0
Centro-Oeste;Distrito Federal;2020-03-15;8.0;2;0;0;0.2653;0.0
Centro-Oeste;Distrito Federal;2020-03-16;13.0;5;0;0;0.4311;0.0
Centro-Oeste;Distrito Federal;2020-03-17;22.0;9;0;0;0.7296;0.0
Centro-Oeste;Distrito Federal;2020-03-18;26.0;4;0;0;0.8623;0.0
Centro-Oeste;Distrito Federal;2020-03-19;42.0;16;0;0;1.3929;0.0
Centro-Oeste;Distrito Federal;2020-03-20;87.0;45;0;0;2.8853;0.0
Centro-Oeste;Distrito Federal;2020-03-21;100.0;13;0;0;3.3165;0.0
Centro-Oeste;Distrito Federal;2020-03-22;117.0;17;0;0;3.8803;0.0
Centro-Oeste;Distrito Federal;2020-03-23;133.0;16;0;0;4.4109;0.0
Centro-Oeste;Distrito Federal;2020-03-24;160.0;27;0;0;5.3063;0.0
Centro-Oeste;Distrito Federal;2020-03-25;160.0;0;0;0;5.3063;0.0
Centro-Oeste;Distrito Federal;2020-03-26;200.0;40;0;0;6.6329;0.0
Centro-Oeste;Distrito Federal;2020-03-27;230.0;30;0;0;7.6278;0.0
Centro-Oeste;Distrito Federal;2020-03-28;260.0;30;0;0;8.6228;0.0
Centro-Oeste;Distrito Federal;2020-03-29;289.0;29;1;1;9.5846;0.0332
Centro-Oeste;Distrito Federal;2020-03-30;312.0;23;1;0;10.3473;0.0332
Centro-Oeste;Distrito Federal;2020-03-31;332.0;20;3;2;11.0106;0.0995
Centro-Oeste;Distrito Federal;2020-04-01;355.0;23;3;0;11.7734;0.0995
Centro-Oeste;Distrito Federal;2020-04-02;370.0;15;4;1;12.2709;0.1327
Centro-Oeste;Distrito Federal;2020-04-03;402.0;32;5;1;13.3321;0.1658
Centro-Oeste;Distrito Federal;2020-04-04;454.0;52;7;2;15.0567;0.2322
Centro-Oeste;Distrito Federal;2020-04-05;468.0;14;7;0;15.521;0.2322
Centro-Oeste;Distrito Federal;2020-04-06;473.0;5;10;3;15.6868;0.3316
Centro-Oeste;Distrito Federal;2020-04-07;492.0;19;12;2;16.317;0.398
Centro-Oeste;Distrito Federal;2020-04-08;509.0;17;12;0;16.8808;0.398
Centro-Oeste;Distrito Federal;2020-04-09;527.0;18;13;1;17.4777;0.4311
Centro-Oeste;Distrito Federal;2020-04-10;555.0;28;14;1;18.4063;0.4643
Centro-Oeste;Distrito Federal;2020-04-11;579.0;24;14;0;19.2023;0.4643
Centro-Oeste;Distrito Federal;2020-04-12;614.0;35;14;0;20.363;0.4643
Centro-Oeste;Distrito Federal;2020-04-13;638.0;24;15;1;21.159;0.4975
Centro-Oeste;Distrito Federal;2020-04-14;651.0;13;17;2;21.5901;0.5638
Centro-Oeste;Distrito Federal;2020-04-15;682.0;31;17;0;22.6182;0.5638
Centro-Oeste;Distrito Federal;2020-04-16;716.0;34;20;3;23.7458;0.6633
Centro-Oeste;Distrito Federal;2020-04-17;746.0;30;20;0;24.7408;0.6633
Centro-Oeste;Distrito Federal;2020-04-18;762.0;16;24;4;25.2714;0.7959
Centro-Oeste;Distrito Federal;2020-04-19;827.0;65;24;0;27.4271;0.7959
Centro-Oeste;Distrito Federal;2020-04-20;872.0;45;24;0;28.9195;0.7959
Centro-Oeste;Distrito Federal;2020-04-21;881.0;9;24;0;29.218;0.7959
Centro-Oeste;Distrito Federal;2020-04-22;946.0;65;25;1;31.3737;0.8291
Centro-Oeste;Distrito Federal;2020-04-23;963.0;17;25;0;31.9375;0.8291
Centro-Oeste;Distrito Federal;2020-04-24;989.0;26;26;1;32.7997;0.8623
Centro-Oeste;Distrito Federal;2020-04-25;1013.0;24;26;0;33.5957;0.8623
Centro-Oeste;Distrito Federal;2020-04-26;1066.0;53;27;1;35.3534;0.8954
Centro-Oeste;Distrito Federal;2020-04-27;1146.0;80;27;0;38.0066;0.8954
Centro-Oeste;Distrito Federal;2020-04-28;1213.0;67;28;1;40.2286;0.9286
Centro-Oeste;Distrito Federal;2020-04-29;1275.0;62;28;0;42.2848;0.9286
Centro-Oeste;Distrito Federal;2020-04-30;1356.0;81;30;2;44.9711;0.9949
Centro-Oeste;Distrito Federal;2020-05-01;1466.0;110;30;0;48.6192;0.9949
Centro-Oeste;Distrito Federal;2020-05-02;1566.0;100;31;1;51.9357;1.0281
Centro-Oeste;Distrito Federal;2020-05-03;1649.0;83;33;2;54.6883;1.0944
Centro-Oeste;Distrito Federal;2020-05-04;1768.0;119;33;0;58.6349;1.0944
Centro-Oeste;Distrito Federal;2020-05-05;1818.0;50;33;0;60.2931;1.0944
Centro-Oeste;Distrito Federal;2020-05-06;1906.0;88;34;1;63.2116;1.1276
Centro-Oeste;Distrito Federal;2020-05-07;2258.0;352;35;1;74.8855;1.1608
Centro-Oeste;Distrito Federal;2020-05-08;2442.0;184;37;2;80.9878;1.2271
Centro-Oeste;Distrito Federal;2020-05-09;2576.0;134;39;2;85.4319;1.2934
Centro-Oeste;Distrito Federal;2020-05-10;2682.0;106;42;3;88.9473;1.3929
Centro-Oeste;Distrito Federal;2020-05-11;2783.0;101;44;2;92.2969;1.4592
Centro-Oeste;Distrito Federal;2020-05-12;2979.0;196;46;2;98.7972;1.5256
Centro-Oeste;Distrito Federal;2020-05-13;3192.0;213;48;2;105.8612;1.5919
Centro-Oeste;Distrito Federal;2020-05-14;3416.0;224;51;3;113.2901;1.6914
Centro-Oeste;Distrito Federal;2020-05-15;3787.0;371;55;4;125.5941;1.8241
Centro-Oeste;Distrito Federal;2020-05-16;4140.0;353;56;1;137.3012;1.8572
Centro-Oeste;Distrito Federal;2020-05-17;4368.0;228;59;3;144.8627;1.9567
Centro-Oeste;Distrito Federal;2020-05-18;4619.0;251;66;7;153.187;2.1889
Centro-Oeste;Distrito Federal;2020-05-19;4853.0;234;72;6;160.9476;2.3878
Centro-Oeste;Distrito Federal;2020-05-20;5161.0;308;77;5;171.1622;2.5537
Centro-Oeste;Distrito Federal;2020-05-21;5542.0;381;84;7;183.7979;2.7858
Centro-Oeste;Distrito Federal;2020-05-22;5948.0;406;90;6;197.2627;2.9848
Centro-Oeste;Distrito Federal;2020-05-23;6251.0;303;95;5;207.3116;3.1506
Centro-Oeste;Distrito Federal;2020-05-24;6638.0;387;104;9;220.1463;3.4491
Centro-Oeste;Distrito Federal;2020-05-25;6930.0;292;114;10;229.8303;3.7808
Centro-Oeste;Distrito Federal;2020-05-26;7210.0;280;124;10;239.1164;4.1124
Centro-Oeste;Distrito Federal;2020-05-27;7761.0;551;133;9;257.3901;4.4109
Centro-Oeste;Distrito Federal;2020-05-28;8300.0;539;142;9;275.2657;4.7094
Centro-Oeste;Distrito Federal;2020-05-29;8722.0;422;154;12;289.2612;5.1073
Centro-Oeste;Distrito Federal;2020-05-30;9474.0;752;162;8;314.2009;5.3727
Centro-Oeste;Distrito Federal;2020-05-31;9780.0;306;170;8;324.3493;5.638
Centro-Oeste;Distrito Federal;2020-06-01;10510.0;730;171;1;348.5594;5.6711
Centro-Oeste;Distrito Federal;2020-06-02;11256.0;746;177;6;373.3002;5.8701
Centro-Oeste;Distrito Federal;2020-06-03;12020.0;764;191;14;398.6379;6.3344
Centro-Oeste;Distrito Federal;2020-06-04;12923.0;903;196;5;428.5855;6.5003
Centro-Oeste;Distrito Federal;2020-06-05;14208.0;1285;202;6;471.2019;6.6992
Centro-Oeste;Distrito Federal;2020-06-06;15850.0;1642;208;6;525.6581;6.8982
Centro-Oeste;Distrito Federal;2020-06-07;16623.0;773;214;6;551.2943;7.0972
Centro-Oeste;Distrito Federal;2020-06-08;16629.0;6;214;0;551.4933;7.0972
Centro-Oeste;Distrito Federal;2020-06-09;18090.0;1461;236;22;599.9467;7.8268
Centro-Oeste;Distrito Federal;2020-06-10;19433.0;1343;256;20;644.4867;8.4901
Centro-Oeste;Distrito Federal;2020-06-11;20507.0;1074;274;18;680.1054;9.0871
Centro-Oeste;Distrito Federal;2020-06-12;21396.0;889;282;8;709.5887;9.3524
Centro-Oeste;Distrito Federal;2020-06-13;21959.0;563;293;11;728.2603;9.7172
Centro-Oeste;Distrito Federal;2020-06-14;22871.0;912;304;11;758.5064;10.082
Centro-Oeste;Distrito Federal;2020-06-15;23684.0;813;319;15;785.4692;10.5795
Centro-Oeste;Distrito Federal;2020-06-16;25380.0;1696;348;29;841.7162;11.5413
Centro-Oeste;Distrito Federal;2020-06-17;27140.0;1760;365;17;900.0858;12.1051
Centro-Oeste;Distrito Federal;2020-06-18;28521.0;1381;379;14;945.8861;12.5694
Centro-Oeste;Distrito Federal;2020-06-19;30902.0;2381;396;17;1024.8509;13.1332
Centro-Oeste;Distrito Federal;2020-06-20;32238.0;1336;404;8;1069.1587;13.3985
Centro-Oeste;Distrito Federal;2020-06-21;33227.0;989;423;19;1101.9584;14.0286
Centro-Oeste;Distrito Federal;2020-06-22;34148.0;921;449;26;1132.503;14.8909
Centro-Oeste;Distrito Federal;2020-06-23;35368.0;1220;475;26;1172.9637;15.7532
Centro-Oeste;Distrito Federal;2020-06-24;37254.0;1886;495;20;1235.5121;16.4165
Centro-Oeste;Distrito Federal;2020-06-25;38871.0;1617;509;14;1289.1391;16.8808
Centro-Oeste;Distrito Federal;2020-06-26;41326.0;2455;532;23;1370.5581;17.6435
Centro-Oeste;Distrito Federal;2020-06-27;42766.0;1440;537;5;1418.3151;17.8094
Centro-Oeste;Distrito Federal;2020-06-28;44905.0;2139;548;11;1489.254;18.1742
Centro-Oeste;Distrito Federal;2020-06-29;47071.0;2166;559;11;1561.0884;18.539
Centro-Oeste;Distrito Federal;2020-06-30;49218.0;2147;587;28;1632.2927;19.4676
Centro-Oeste;Distrito Federal;2020-07-01;50676.0;1458;620;33;1680.6466;20.562
Centro-Oeste;Distrito Federal;2020-07-02;52281.0;1605;631;11;1733.8757;20.9268
Centro-Oeste;Distrito Federal;2020-07-03;53996.0;1715;643;12;1790.7529;21.3248
Centro-Oeste;Distrito Federal;2020-07-04;55760.0;1764;671;28;1849.2552;22.2534
Centro-Oeste;Distrito Federal;2020-07-05;57854.0;2094;699;28;1918.7018;23.182
Centro-Oeste;Distrito Federal;2020-07-06;60383.0;2529;726;27;2002.5749;24.0775
Centro-Oeste;Distrito Federal;2020-07-07;62694.0;2311;767;41;2079.2182;25.4372
Centro-Oeste;Distrito Federal;2020-07-08;64314.0;1620;801;34;2132.9447;26.5648
Centro-Oeste;Distrito Federal;2020-07-09;65677.0;1363;823;22;2178.148;27.2944
Centro-Oeste;Distrito Federal;2020-07-10;67297.0;1620;856;33;2231.8746;28.3889
Centro-Oeste;Distrito Federal;2020-07-11;68406.0;1109;871;15;2268.6541;28.8863
Centro-Oeste;Distrito Federal;2020-07-12;70712.0;2306;902;31;2345.1315;29.9144
Centro-Oeste;Distrito Federal;2020-07-13;72284.0;1572;930;28;2397.2662;30.843
Centro-Oeste;Distrito Federal;2020-07-14;73654.0;1370;960;30;2442.7016;31.838
Centro-Oeste;Distrito Federal;2020-07-15;75379.0;1725;1001;41;2499.9105;33.1977
Centro-Oeste;Distrito Federal;2020-07-16;77621.0;2242;1037;36;2574.2654;34.3916
Centro-Oeste;Distrito Federal;2020-07-17;79400.0;1779;1060;23;2633.2651;35.1544
Centro-Oeste;Distrito Federal;2020-07-18;81163.0;1763;1075;15;2691.7342;35.6519
Centro-Oeste;Distrito Federal;2020-07-19;82412.0;1249;1085;10;2733.1567;35.9835
Centro-Oeste;Distrito Federal;2020-07-20;84287.0;1875;1112;27;2795.3402;36.879
Centro-Oeste;Distrito Federal;2020-07-21;86076.0;1789;1158;46;2854.6716;38.4045
Centro-Oeste;Distrito Federal;2020-07-22;87801.0;1725;1176;18;2911.8805;39.0015
Centro-Oeste;Distrito Federal;2020-07-23;90023.0;2222;1218;42;2985.5721;40.3944
Centro-Oeste;Distrito Federal;2020-07-24;92414.0;2391;1244;26;3064.8685;41.2567
Centro-Oeste;Distrito Federal;2020-07-25;94187.0;1773;1275;31;3123.6693;42.2848
Centro-Oeste;Distrito Federal;2020-07-26;96332.0;2145;1308;33;3194.8072;43.3792
Centro-Oeste;Distrito Federal;2020-07-27;98480.0;2148;1339;31;3266.0447;44.4073
Centro-Oeste;Distrito Federal;2020-07-28;100726.0;2246;1391;52;3340.5323;46.1319
Centro-Oeste;Distrito Federal;2020-07-29;102342.0;1616;1419;28;3394.1262;47.0605
Centro-Oeste;Distrito Federal;2020-07-30;104442.0;2100;1444;25;3463.7717;47.8896
Centro-Oeste;Distrito Federal;2020-07-31;106292.0;1850;1469;25;3525.1261;48.7187
Centro-Oeste;Distrito Federal;2020-08-01;107922.0;1630;1490;21;3579.1843;49.4152
Centro-Oeste;Distrito Federal;2020-08-02;110028.0;2106;1523;33;3649.0289;50.5096
Centro-Oeste;Distrito Federal;2020-08-03;112044.0;2016;1546;23;3715.8886;51.2724
Centro-Oeste;Distrito Federal;2020-08-04;113924.0;1880;1572;26;3778.238;52.1347
Centro-Oeste;Distrito Federal;2020-08-05;115966.0;2042;1572;0;3845.96;52.1347
Centro-Oeste;Distrito Federal;2020-08-06;118000.0;2034;1651;79;3913.4167;54.7547
Centro-Oeste;Distrito Federal;2020-08-07;119903.0;1903;1682;31;3976.5288;55.7828
Centro-Oeste;Distrito Federal;2020-08-08;121824.0;1921;1712;30;4040.2379;56.7777
Centro-Oeste;Distrito Federal;2020-08-09;123057.0;1233;1731;19;4081.1298;57.4078
Centro-Oeste;Distrito Federal;2020-08-10;126069.0;3012;1762;31;4181.0214;58.4359
Centro-Oeste;Distrito Federal;2020-08-11;127484.0;1415;1815;53;4227.9492;60.1937
Centro-Oeste;Distrito Federal;2020-08-12;129184.0;1700;1870;55;4284.329;62.0177
Centro-Oeste;Distrito Federal;2020-08-13;131170.0;1986;1905;35;4350.1937;63.1785
Centro-Oeste;Distrito Federal;2020-08-14;133166.0;1996;1935;30;4416.3902;64.1734
Centro-Oeste;Distrito Federal;2020-08-15;135014.0;1848;1958;23;4477.6783;64.9362
Centro-Oeste;Distrito Federal;2020-08-16;136467.0;1453;1976;18;4525.8664;65.5331
Centro-Oeste;Distrito Federal;2020-08-17;138735.0;2268;2042;66;4601.0836;67.722
Centro-Oeste;Distrito Federal;2020-08-18;140170.0;1435;2097;55;4648.6747;69.5461
Centro-Oeste;Distrito Federal;2020-08-19;141762.0;1592;2148;51;4701.4726;71.2374
Centro-Oeste;Distrito Federal;2020-08-20;143759.0;1997;2200;52;4767.7022;72.962
Centro-Oeste;Distrito Federal;2020-08-21;145452.0;1693;2242;42;4823.8498;74.3549
Centro-Oeste;Distrito Federal;2020-08-22;147127.0;1675;2257;15;4879.4004;74.8524
Centro-Oeste;Distrito Federal;2020-08-23;148998.0;1871;2274;17;4941.4513;75.4162
Centro-Oeste;Distrito Federal;2020-08-24;150519.0;1521;2316;42;4991.8946;76.8091
Centro-Oeste;Distrito Federal;2020-08-25;153690.0;3171;2344;28;5097.0594;77.7377
Centro-Oeste;Distrito Federal;2020-08-26;155253.0;1563;2399;55;5148.8956;79.5618
Centro-Oeste;Distrito Federal;2020-08-27;156863.0;1610;2425;26;5202.2905;80.424
Centro-Oeste;Distrito Federal;2020-08-28;158180.0;1317;2440;15;5245.9682;80.9215
Centro-Oeste;Distrito Federal;2020-08-29;159526.0;1346;2450;10;5290.6077;81.2531
Centro-Oeste;Distrito Federal;2020-08-30;160796.0;1270;2469;19;5332.7266;81.8833
Centro-Oeste;Distrito Federal;2020-08-31;162042.0;1246;2521;52;5374.0497;83.6078
Centro-Oeste;Distrito Federal;2020-09-01;163498.0;1456;2573;52;5422.3373;85.3324
Centro-Oeste;Distrito Federal;2020-09-02;164649.0;1151;2609;36;5460.5096;86.5263
Centro-Oeste;Distrito Federal;2020-09-03;165903.0;1254;2641;32;5502.098;87.5876
Centro-Oeste;Distrito Federal;2020-09-04;167200.0;1297;2681;40;5545.1124;88.9142
Centro-Oeste;Distrito Federal;2020-09-05;168605.0;1405;2700;19;5591.7086;89.5443
Centro-Oeste;Distrito Federal;2020-09-06;169617.0;1012;2710;10;5625.2711;89.8759
Centro-Oeste;Distrito Federal;2020-09-07;170806.0;1189;2720;10;5664.7038;90.2076
Centro-Oeste;Distrito Federal;2020-09-08;171739.0;933;2763;43;5695.6463;91.6336
Centro-Oeste;Distrito Federal;2020-09-09;172708.0;969;2813;50;5727.7827;93.2919
Centro-Oeste;Distrito Federal;2020-09-10;173631.0;923;2843;30;5758.3936;94.2868
Centro-Oeste;Distrito Federal;2020-09-11;174549.0;918;2867;24;5788.8387;95.0828
Centro-Oeste;Distrito Federal;2020-09-12;175646.0;1097;2883;16;5825.2202;95.6134
Centro-Oeste;Distrito Federal;2020-09-13;176837.0;1191;2899;16;5864.7192;96.144
Centro-Oeste;Distrito Federal;2020-09-14;177921.0;1084;2930;31;5900.6695;97.1721
Centro-Oeste;Distrito Federal;2020-09-15;178747.0;826;2970;40;5928.0634;98.4987
Centro-Oeste;Distrito Federal;2020-09-16;179823.0;1076;3000;30;5963.7485;99.4936
Centro-Oeste;Distrito Federal;2020-09-17;180844.0;1021;3022;22;5997.6095;100.2233
Centro-Oeste;Distrito Federal;2020-09-18;181919.0;1075;3037;15;6033.2614;100.7207
Centro-Oeste;Distrito Federal;2020-09-19;183096.0;1177;3048;11;6072.2961;101.0855
Centro-Oeste;Distrito Federal;2020-09-20;183749.0;653;3062;14;6093.9525;101.5498
Centro-Oeste;Distrito Federal;2020-09-21;184555.0;806;3097;35;6120.6831;102.7106
Centro-Oeste;Distrito Federal;2020-09-22;185349.0;794;3131;34;6147.0158;103.8382
Centro-Oeste;Distrito Federal;2020-09-23;186052.0;703;3148;17;6170.3305;104.402
Centro-Oeste;Distrito Federal;2020-09-24;186945.0;893;3164;16;6199.9464;104.9326
Centro-Oeste;Distrito Federal;2020-09-25;187895.0;950;3175;11;6231.4527;105.2974
Centro-Oeste;Distrito Federal;2020-09-26;188608.0;713;3183;8;6255.099;105.5628
Centro-Oeste;Distrito Federal;2020-09-27;189513.0;905;3188;5;6285.113;105.7286
Centro-Oeste;Distrito Federal;2020-09-28;190505.0;992;3203;15;6318.0122;106.226
Centro-Oeste;Distrito Federal;2020-09-29;191317.0;812;3224;21;6344.9418;106.9225
Centro-Oeste;Distrito Federal;2020-09-30;192245.0;928;3255;31;6375.7185;107.9506
Centro-Oeste;Distrito Federal;2020-10-01;193127.0;882;3276;21;6404.9696;108.6471
Centro-Oeste;Distrito Federal;2020-10-02;194042.0;915;3291;15;6435.3152;109.1445
Centro-Oeste;Distrito Federal;2020-10-03;194783.0;741;3309;18;6459.8901;109.7415
Centro-Oeste;Distrito Federal;2020-10-04;195413.0;630;3325;16;6480.7838;110.2721
Centro-Oeste;Distrito Federal;2020-10-05;195967.0;554;3346;21;6499.157;110.9686
Centro-Oeste;Distrito Federal;2020-10-06;196787.0;820;3364;18;6526.3519;111.5655
Centro-Oeste;Distrito Federal;2020-10-07;197369.0;582;3378;14;6545.6537;112.0298
Centro-Oeste;Distrito Federal;2020-10-08;198192.0;823;3391;13;6572.9481;112.461
Centro-Oeste;Distrito Federal;2020-10-09;198807.0;615;3398;7;6593.3443;112.6931
Centro-Oeste;Distrito Federal;2020-10-10;199569.0;762;3412;14;6618.6157;113.1574
Centro-Oeste;Distrito Federal;2020-10-11;200035.0;466;3424;12;6634.0703;113.5554
Centro-Oeste;Distrito Federal;2020-10-12;200412.0;377;3439;15;6646.5734;114.0529
Centro-Oeste;Distrito Federal;2020-10-13;201230.0;818;3466;27;6673.702;114.9483
Centro-Oeste;Distrito Federal;2020-10-14;202058.0;828;3488;22;6701.1622;115.6779
Centro-Oeste;Distrito Federal;2020-10-15;202786.0;728;3499;11;6725.306;116.0428
Centro-Oeste;Distrito Federal;2020-10-16;203576.0;790;3526;27;6751.506;116.9382
Centro-Oeste;Distrito Federal;2020-10-17;204304.0;728;3539;13;6775.6498;117.3693
Centro-Oeste;Distrito Federal;2020-10-18;204957.0;653;3545;6;6797.3062;117.5683
Centro-Oeste;Distrito Federal;2020-10-19;205709.0;752;3561;16;6822.246;118.099
Centro-Oeste;Distrito Federal;2020-10-20;206265.0;556;3575;14;6840.6855;118.5633
Centro-Oeste;Distrito Federal;2020-10-21;207080.0;815;3587;12;6867.7146;118.9612
Centro-Oeste;Distrito Federal;2020-10-22;207670.0;590;3600;13;6887.2817;119.3924
Centro-Oeste;Distrito Federal;2020-10-23;208235.0;565;3613;13;6906.0196;119.8235
Centro-Oeste;Distrito Federal;2020-10-24;208761.0;526;3623;10;6923.4642;120.1552
Centro-Oeste;Distrito Federal;2020-10-25;209369.0;608;3633;10;6943.6282;120.4868
Centro-Oeste;Distrito Federal;2020-10-26;210145.0;776;3641;8;6969.3639;120.7521
Centro-Oeste;Distrito Federal;2020-10-27;210774.0;629;3653;12;6990.2244;121.1501
Centro-Oeste;Distrito Federal;2020-10-28;211442.0;668;3661;8;7012.3783;121.4154
Centro-Oeste;Distrito Federal;2020-10-29;212140.0;698;3670;9;7035.5272;121.7139
Centro-Oeste;Distrito Federal;2020-10-30;212762.0;622;3676;6;7056.1555;121.9129
Centro-Oeste;Distrito Federal;2020-10-31;213245.0;483;3683;7;7072.174;122.145
Centro-Oeste;Distrito Federal;2020-11-01;213456.0;211;3688;5;7079.1717;122.3109
Centro-Oeste;Distrito Federal;2020-11-02;213636.0;180;3695;7;7085.1414;122.543
Centro-Oeste;Distrito Federal;2020-11-03;214202.0;566;3707;12;7103.9125;122.941
Centro-Oeste;Distrito Federal;2020-11-04;214655.0;453;3719;12;7118.936;123.339
Centro-Oeste;Distrito Federal;2020-11-05;214955.0;300;3728;9;7128.8854;123.6374
Centro-Oeste;Distrito Federal;2020-11-06;215426.0;471;3733;5;7144.5059;123.8033
Centro-Oeste;Distrito Federal;2020-11-07;215850.0;424;3740;7;7158.5677;124.0354
Centro-Oeste;Distrito Federal;2020-11-08;216389.0;539;3752;12;7176.4434;124.4334
Centro-Oeste;Distrito Federal;2020-11-09;216861.0;472;3759;7;7192.097;124.6655
Centro-Oeste;Distrito Federal;2020-11-10;217370.0;509;3775;16;7208.9778;125.1962
Centro-Oeste;Distrito Federal;2020-11-11;217793.0;423;3788;13;7223.0064;125.6273
Centro-Oeste;Distrito Federal;2020-11-12;218479.0;686;3797;9;7245.7573;125.9258
Centro-Oeste;Distrito Federal;2020-11-13;219012.0;533;3808;11;7263.434;126.2906
Centro-Oeste;Distrito Federal;2020-11-14;219712.0;700;3813;5;7286.6491;126.4564
Centro-Oeste;Distrito Federal;2020-11-15;219992.0;280;3817;4;7295.9352;126.5891
Centro-Oeste;Distrito Federal;2020-11-16;220403.0;411;3825;8;7309.5658;126.8544
Centro-Oeste;Distrito Federal;2020-11-17;221031.0;628;3837;12;7330.3932;127.2524
Centro-Oeste;Distrito Federal;2020-11-18;221526.0;495;3845;8;7346.8096;127.5177
Centro-Oeste;Distrito Federal;2020-11-19;222282.0;756;3852;7;7371.882;127.7498
Centro-Oeste;Distrito Federal;2020-11-20;222836.0;554;3857;5;7390.2552;127.9157
Centro-Oeste;Distrito Federal;2020-11-21;223378.0;542;3862;5;7408.2304;128.0815
Centro-Oeste;Distrito Federal;2020-11-22;223658.0;280;3867;5;7417.5165;128.2473
Centro-Oeste;Distrito Federal;2020-11-23;224517.0;859;3882;15;7446.0048;128.7448
Centro-Oeste;Distrito Federal;2020-11-24;225013.0;496;3898;16;7462.4544;129.2754
Centro-Oeste;Distrito Federal;2020-11-25;225873.0;860;3906;8;7490.9759;129.5407
Centro-Oeste;Distrito Federal;2020-11-26;226697.0;824;3910;4;7518.3035;129.6734
Centro-Oeste;Distrito Federal;2020-11-27;227581.0;884;3915;5;7547.621;129.8392
Centro-Oeste;Distrito Federal;2020-11-28;228075.0;494;3920;5;7564.0043;130.005
Centro-Oeste;Distrito Federal;2020-11-29;228702.0;627;3925;5;7584.7984;130.1709
Centro-Oeste;Distrito Federal;2020-11-30;229146.0;444;3930;5;7599.5235;130.3367
Centro-Oeste;Distrito Federal;2020-12-01;230122.0;976;3939;9;7631.8921;130.6352
Centro-Oeste;Distrito Federal;2020-12-02;230905.0;783;3955;16;7657.8599;131.1658
Centro-Oeste;Distrito Federal;2020-12-03;231426.0;521;3962;7;7675.1387;131.3979
Centro-Oeste;Distrito Federal;2020-12-04;232781.0;1355;3968;6;7720.0766;131.5969
Centro-Oeste;Distrito Federal;2020-12-05;233376.0;595;3978;10;7739.8095;131.9286
Centro-Oeste;Distrito Federal;2020-12-06;233731.0;355;3985;7;7751.5829;132.1607
Centro-Oeste;Distrito Federal;2020-12-07;234376.0;645;4001;16;7772.9741;132.6914
Centro-Oeste;Distrito Federal;2020-12-08;235480.0;1104;4011;10;7809.5877;133.023
Centro-Oeste;Distrito Federal;2020-12-09;236322.0;842;4032;21;7837.5123;133.7195
Centro-Oeste;Distrito Federal;2020-12-10;237114.0;792;4043;11;7863.7786;134.0843
Centro-Oeste;Distrito Federal;2020-12-11;237945.0;831;4051;8;7891.3383;134.3496
Centro-Oeste;Distrito Federal;2020-12-12;238634.0;689;4059;8;7914.1887;134.6149
Centro-Oeste;Distrito Federal;2020-12-13;239096.0;462;4066;7;7929.5107;134.8471
Centro-Oeste;Distrito Federal;2020-12-14;240132.0;1036;4086;20;7963.8692;135.5103
Centro-Oeste;Distrito Federal;2020-12-15;240869.0;737;4095;9;7988.3115;135.8088
Centro-Oeste;Distrito Federal;2020-12-16;241400.0;531;4107;12;8005.9219;136.2068
Centro-Oeste;Distrito Federal;2020-12-17;242299.0;899;4123;16;8035.7368;136.7374
Centro-Oeste;Distrito Federal;2020-12-18;243212.0;913;4132;9;8066.016;137.0359
Centro-Oeste;Distrito Federal;2020-12-19;243834.0;622;4138;6;8086.6444;137.2349
Centro-Oeste;Distrito Federal;2020-12-20;244243.0;409;4145;7;8100.2087;137.4671
Centro-Oeste;Distrito Federal;2020-12-21;245243.0;1000;4156;11;8133.3732;137.8319
Centro-Oeste;Distrito Federal;2020-12-22;245872.0;629;4169;13;8154.2337;138.263
Centro-Oeste;Distrito Federal;2020-12-23;246397.0;525;4181;12;8171.6451;138.661
