Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage (gemeente);545838;3-6-2020;16-6-2020;196;35,9;7;1,3;5;0,9
796;'s-Hertogenbosch;155111;3-6-2020;16-6-2020;27;17,4;0;0;0;0
1680;Aa en Hunze;25445;3-6-2020;16-6-2020;0;0;0;0;0;0
358;Aalsmeer;31859;3-6-2020;16-6-2020;1;3,1;0;0;0;0
197;Aalten;27121;3-6-2020;16-6-2020;2;7,4;0;0;0;0
59;Achtkarspelen;27843;3-6-2020;16-6-2020;0;0;0;0;0;0
482;Alblasserdam;20165;3-6-2020;16-6-2020;0;0;0;0;0;0
613;Albrandswaard;25590;3-6-2020;16-6-2020;4;15,6;0;0;0;0
361;Alkmaar;109436;3-6-2020;16-6-2020;1;0,9;0;0;1;0,9
141;Almelo;73107;3-6-2020;16-6-2020;0;0;0;0;1;1,4
34;Almere;211893;3-6-2020;16-6-2020;15;7,1;0;0;1;0,5
484;Alphen aan den Rijn;111897;3-6-2020;16-6-2020;15;13,4;0;0;1;0,9
1723;Alphen-Chaam;10203;3-6-2020;16-6-2020;0;0;0;0;0;0
1959;Altena;55967;3-6-2020;16-6-2020;2;3,6;0;0;0;0
60;Ameland;3716;3-6-2020;16-6-2020;0;0;0;0;0;0
307;Amersfoort;157276;3-6-2020;16-6-2020;11;7;0;0;0;0
362;Amstelveen;91675;3-6-2020;16-6-2020;14;15,3;1;1,1;0;0
363;Amsterdam;872757;3-6-2020;16-6-2020;207;23,7;2;0,2;5;0,6
200;Apeldoorn;163818;3-6-2020;16-6-2020;27;16,5;0;0;0;0
3;Appingedam;11642;3-6-2020;16-6-2020;0;0;0;0;0;0
202;Arnhem;161348;3-6-2020;16-6-2020;52;32,2;1;0,6;4;2,5
106;Assen;68599;3-6-2020;16-6-2020;4;5,8;0;0;0;0
743;Asten;16721;3-6-2020;16-6-2020;3;17,9;0;0;0;0
744;Baarle-Nassau;6859;3-6-2020;16-6-2020;0;0;0;0;0;0
308;Baarn;24868;3-6-2020;16-6-2020;3;12,1;0;0;0;0
489;Barendrecht;48714;3-6-2020;16-6-2020;10;20,5;0;0;0;0
203;Barneveld;59082;3-6-2020;16-6-2020;4;6,8;0;0;0;0
888;Beek (L.);15865;3-6-2020;16-6-2020;0;0;1;6,3;1;6,3
