Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage (gemeente);545838;15-4-2020;28-4-2020;424;77,7;31;5,7;86;15,8
796;'s-Hertogenbosch;155111;15-4-2020;28-4-2020;114;73,5;4;2,6;14;9
1680;Aa en Hunze;25445;15-4-2020;28-4-2020;3;11,8;0;0;0;0
358;Aalsmeer;31859;15-4-2020;28-4-2020;6;18,8;0;0;0;0
197;Aalten;27121;15-4-2020;28-4-2020;24;88,5;2;7,4;2;7,4
59;Achtkarspelen;27843;15-4-2020;28-4-2020;5;18;0;0;0;0
482;Alblasserdam;20165;15-4-2020;28-4-2020;11;54,5;2;9,9;1;5
613;Albrandswaard;25590;15-4-2020;28-4-2020;25;97,7;1;3,9;3;11,7
361;Alkmaar;109436;15-4-2020;28-4-2020;45;41,1;3;2,7;5;4,6
141;Almelo;73107;15-4-2020;28-4-2020;19;26;2;2,7;4;5,5
34;Almere;211893;15-4-2020;28-4-2020;126;59,5;15;7,1;10;4,7
484;Alphen aan den Rijn;111897;15-4-2020;28-4-2020;47;42;5;4,5;10;8,9
1723;Alphen-Chaam;10203;15-4-2020;28-4-2020;6;58,8;0;0;1;9,8
1959;Altena;55967;15-4-2020;28-4-2020;27;48,2;0;0;1;1,8
60;Ameland;3716;15-4-2020;28-4-2020;0;0;0;0;0;0
307;Amersfoort;157276;15-4-2020;28-4-2020;43;27,3;3;1,9;5;3,2
362;Amstelveen;91675;15-4-2020;28-4-2020;75;81,8;6;6,5;6;6,5
363;Amsterdam;872757;15-4-2020;28-4-2020;595;68,2;74;8,5;84;9,6
200;Apeldoorn;163818;15-4-2020;28-4-2020;149;91;15;9,2;16;9,8
3;Appingedam;11642;15-4-2020;28-4-2020;3;25,8;1;8,6;0;0
202;Arnhem;161348;15-4-2020;28-4-2020;69;42,8;6;3,7;8;5
106;Assen;68599;15-4-2020;28-4-2020;7;10,2;0;0;0;0
743;Asten;16721;15-4-2020;28-4-2020;19;113,6;3;17,9;4;23,9
744;Baarle-Nassau;6859;15-4-2020;28-4-2020;6;87,5;1;14,6;0;0
308;Baarn;24868;15-4-2020;28-4-2020;17;68,4;1;4;5;20,1
489;Barendrecht;48714;15-4-2020;28-4-2020;30;61,6;5;10,3;4;8,2
203;Barneveld;59082;15-4-2020;28-4-2020;25;42,3;5;8,5;1;1,7
888;Beek (L.);15865;15-4-2020;28-4-2020;11;69,3;1;6,3;1;6,3
1954;Beekdaelen;35938;15-4-2020;28-4-2020;57;158,6;8;22,3;2;5,6
370;Beemster;10022;15-4-2020;28-4-2020;1;10;0;0;0;0
889;Beesel;13482;15-4-2020;28-4-2020;8;59,3;0;0;1;7,4
1945;Berg en Dal;34992;15-4-2020;28-4-2020;33;94,3;2;5,7;3;8,6
1724;Bergeijk;18635;15-4-2020;28-4-2020;12;64,4;2;10,7;0;0
893;Bergen (L.);13085;15-4-2020;28-4-2020;8;61,1;0;0;0;0
373;Bergen (NH.);29839;15-4-2020;28-4-2020;5;16,8;0;0;0;0
748;Bergen op Zoom;67496;15-4-2020;28-4-2020;40;59,3;0;0;4;5,9
1859;Berkelland;43747;15-4-2020;28-4-2020;32;73,1;0;0;5;11,4
1721;Bernheze;31240;15-4-2020;28-4-2020;50;160,1;5;16;11;35,2
753;Best;29988;15-4-2020;28-4-2020;15;50;0;0;3;10
209;Beuningen;25890;15-4-2020;28-4-2020;17;65,7;0;0;1;3,9
375;Beverwijk;41626;15-4-2020;28-4-2020;13;31,2;0;0;3;7,2
1728;Bladel;20390;15-4-2020;28-4-2020;10;49;2;9,8;1;4,9
376;Blaricum;11540;15-4-2020;28-4-2020;7;60,7;2;17,3;0;0
377;Bloemendaal;23571;15-4-2020;28-4-2020;6;25,5;1;4,2;1;4,2
1901;Bodegraven-Reeuwijk;34872;15-4-2020;28-4-2020;17;48,7;0;0;0;0
755;Boekel;10785;15-4-2020;28-4-2020;5;46,4;0;0;3;27,8
1681;Borger-Odoorn;25559;15-4-2020;28-4-2020;4;15,7;1;3,9;0;0
147;Borne;23312;15-4-2020;28-4-2020;7;30;0;0;0;0
654;Borsele;22739;15-4-2020;28-4-2020;3;13,2;0;0;0;0
756;Boxmeer;29365;15-4-2020;28-4-2020;31;105,6;0;0;8;27,2
757;Boxtel;30801;15-4-2020;28-4-2020;18;58,4;3;9,7;2;6,5
758;Breda;184069;15-4-2020;28-4-2020;66;35,9;5;2,7;5;2,7
501;Brielle;17271;15-4-2020;28-4-2020;4;23,2;0;0;0;0
1876;Bronckhorst;36055;15-4-2020;28-4-2020;31;86;4;11,1;2;5,5
213;Brummen;20726;15-4-2020;28-4-2020;8;38,6;2;9,6;2;9,6
899;Brunssum;27821;15-4-2020;28-4-2020;20;71,9;8;28,8;4;14,4
312;Bunnik;15191;15-4-2020;28-4-2020;14;92,2;1;6,6;0;0
313;Bunschoten;21866;15-4-2020;28-4-2020;22;100,6;3;13,7;4;18,3
214;Buren;26749;15-4-2020;28-4-2020;14;52,3;5;18,7;3;11,2
502;Capelle aan den IJssel;67122;15-4-2020;28-4-2020;75;111,7;6;8,9;21;31,3
383;Castricum;35986;15-4-2020;28-4-2020;18;50;1;2,8;1;2,8
109;Coevorden;35297;15-4-2020;28-4-2020;12;34;1;2,8;1;2,8
1706;Cranendonck;21138;15-4-2020;28-4-2020;17;80,4;3;14,2;13;61,5
1684;Cuijk;25130;15-4-2020;28-4-2020;24;95,5;1;4;2;8
216;Culemborg;28955;15-4-2020;28-4-2020;12;41,4;1;3,5;1;3,5
148;Dalfsen;28587;15-4-2020;28-4-2020;19;66,5;0;0;0;0
1891;Dantumadiel;18922;15-4-2020;28-4-2020;0;0;0;0;0;0
310;De Bilt;43137;15-4-2020;28-4-2020;38;88,1;1;2,3;4;9,3
1940;De Fryske Marren;51564;15-4-2020;28-4-2020;9;17,5;1;1,9;0;0
736;De Ronde Venen;44456;15-4-2020;28-4-2020;25;56,2;7;15,7;7;15,7
1690;De Wolden;24330;15-4-2020;28-4-2020;15;61,7;2;8,2;3;12,3
503;Delft;103595;15-4-2020;28-4-2020;24;23,2;1;1;3;2,9
10;Delfzijl;24678;15-4-2020;28-4-2020;3;12,2;0;0;0;0
400;Den Helder;56296;15-4-2020;28-4-2020;3;5,3;0;0;1;1,8
762;Deurne;32471;15-4-2020;28-4-2020;23;70,8;2;6,2;3;9,2
150;Deventer;100719;15-4-2020;28-4-2020;78;77,4;3;3;10;9,9
384;Diemen;30780;15-4-2020;28-4-2020;39;126,7;3;9,7;6;19,5
1774;Dinkelland;26461;15-4-2020;28-4-2020;8;30,2;0;0;3;11,3
221;Doesburg;11077;15-4-2020;28-4-2020;9;81,2;2;18,1;1;9
222;Doetinchem;58001;15-4-2020;28-4-2020;27;46,6;4;6,9;7;12,1
766;Dongen;26222;15-4-2020;28-4-2020;18;68,6;4;15,3;2;7,6
505;Dordrecht;119284;15-4-2020;28-4-2020;78;65,4;11;9,2;8;6,7
498;Drechterland;19719;15-4-2020;28-4-2020;8;40,6;1;5,1;0;0
1719;Drimmelen;27272;15-4-2020;28-4-2020;18;66;0;0;2;7,3
303;Dronten;41555;15-4-2020;28-4-2020;38;91,4;4;9,6;3;7,2
225;Druten;18926;15-4-2020;28-4-2020;23;121,5;4;21,1;3;15,9
226;Duiven;25126;15-4-2020;28-4-2020;14;55,7;3;11,9;4;15,9
1711;Echt-Susteren;31610;15-4-2020;28-4-2020;17;53,8;4;12,7;0;0
385;Edam-Volendam;36197;15-4-2020;28-4-2020;32;88,4;2;5,5;3;8,3
228;Ede;117165;15-4-2020;28-4-2020;52;44,4;2;1,7;6;5,1
317;Eemnes;9247;15-4-2020;28-4-2020;3;32,4;1;10,8;0;0
770;Eersel;19313;15-4-2020;28-4-2020;10;51,8;4;20,7;2;10,4
1903;Eijsden-Margraten;25768;15-4-2020;28-4-2020;20;77,6;3;11,6;6;23,3
772;Eindhoven;234394;15-4-2020;28-4-2020;102;43,5;18;7,7;17;7,3
230;Elburg;23161;15-4-2020;28-4-2020;35;151,1;6;25,9;6;25,9
114;Emmen;107048;15-4-2020;28-4-2020;30;28;4;3,7;3;2,8
388;Enkhuizen;18591;15-4-2020;28-4-2020;4;21,5;0;0;0;0
153;Enschede;159640;15-4-2020;28-4-2020;34;21,3;2;1,3;4;2,5
232;Epe;33178;15-4-2020;28-4-2020;38;114,5;3;9;7;21,1
233;Ermelo;27008;15-4-2020;28-4-2020;28;103,7;1;3,7;3;11,1
777;Etten-Leur;43878;15-4-2020;28-4-2020;39;88,9;2;4,6;1;2,3
779;Geertruidenberg;21544;15-4-2020;28-4-2020;17;78,9;1;4,6;2;9,3
1771;Geldrop-Mierlo;39726;15-4-2020;28-4-2020;20;50,3;6;15,1;2;5
1652;Gemert-Bakel;30723;15-4-2020;28-4-2020;21;68,4;2;6,5;1;3,3
907;Gennep;16921;15-4-2020;28-4-2020;5;29,5;1;5,9;2;11,8
784;Gilze en Rijen;26431;15-4-2020;28-4-2020;17;64,3;0;0;5;18,9
1924;Goeree-Overflakkee;50049;15-4-2020;28-4-2020;22;44;2;4;5;10
664;Goes;38082;15-4-2020;28-4-2020;9;23,6;0;0;2;5,3
785;Goirle;23904;15-4-2020;28-4-2020;8;33,5;1;4,2;2;8,4
1942;Gooise Meren;58055;15-4-2020;28-4-2020;18;31;1;1,7;3;5,2
512;Gorinchem;37022;15-4-2020;28-4-2020;23;62,1;0;0;3;8,1
513;Gouda;73427;15-4-2020;28-4-2020;64;87,2;3;4,1;17;23,2
786;Grave;12436;15-4-2020;28-4-2020;19;152,8;2;16,1;3;24,1
14;Groningen (gemeente);232874;15-4-2020;28-4-2020;18;7,7;2;0,9;1;0,4
1729;Gulpen-Wittem;14171;15-4-2020;28-4-2020;24;169,4;6;42,3;7;49,4
158;Haaksbergen;24311;15-4-2020;28-4-2020;9;37;0;0;3;12,3
788;Haaren;14370;15-4-2020;28-4-2020;6;41,8;0;0;2;13,9
392;Haarlem;162902;15-4-2020;28-4-2020;24;14,7;5;3,1;5;3,1
394;Haarlemmermeer;156002;15-4-2020;28-4-2020;35;22,4;3;1,9;6;3,8
1655;Halderberge;30284;15-4-2020;28-4-2020;9;29,7;2;6,6;0;0
160;Hardenberg;60948;15-4-2020;28-4-2020;31;50,9;0;0;2;3,3
243;Harderwijk;48414;15-4-2020;28-4-2020;55;113,6;6;12,4;3;6,2
523;Hardinxveld-Giessendam;18295;15-4-2020;28-4-2020;5;27,3;0;0;0;0
72;Harlingen;15722;15-4-2020;28-4-2020;5;31,8;0;0;1;6,4
244;Hattem;12209;15-4-2020;28-4-2020;4;32,8;0;0;1;8,2
396;Heemskerk;39182;15-4-2020;28-4-2020;6;15,3;0;0;2;5,1
397;Heemstede;27234;15-4-2020;28-4-2020;2;7,3;0;0;5;18,4
246;Heerde;18589;15-4-2020;28-4-2020;68;365,8;6;32,3;9;48,4
74;Heerenveen;50493;15-4-2020;28-4-2020;20;39,6;1;2;9;17,8
398;Heerhugowaard;57587;15-4-2020;28-4-2020;43;74,7;1;1,7;1;1,7
917;Heerlen;87086;15-4-2020;28-4-2020;83;95,3;16;18,4;9;10,3
1658;Heeze-Leende;16152;15-4-2020;28-4-2020;5;31;1;6,2;1;6,2
399;Heiloo;23968;15-4-2020;28-4-2020;10;41,7;0;0;3;12,5
163;Hellendoorn;35916;15-4-2020;28-4-2020;35;97,4;1;2,8;7;19,5
530;Hellevoetsluis;40142;15-4-2020;28-4-2020;8;19,9;0;0;2;5
794;Helmond;92423;15-4-2020;28-4-2020;65;70,3;8;8,7;5;5,4
531;Hendrik-Ido-Ambacht;31202;15-4-2020;28-4-2020;8;25,6;0;0;1;3,2
164;Hengelo (O.);81140;15-4-2020;28-4-2020;11;13,6;2;2,5;9;11,1
1966;Het Hogeland;47801;15-4-2020;28-4-2020;4;8,4;0;0;1;2,1
252;Heumen;16454;15-4-2020;28-4-2020;19;115,5;1;6,1;3;18,2
797;Heusden;44692;15-4-2020;28-4-2020;42;94;1;2,2;6;13,4
534;Hillegom;22209;15-4-2020;28-4-2020;7;31,5;0;0;1;4,5
798;Hilvarenbeek;15518;15-4-2020;28-4-2020;9;58;1;6,4;1;6,4
402;Hilversum;90831;15-4-2020;28-4-2020;84;92,5;4;4,4;10;11
1963;Hoeksche Waard;87401;15-4-2020;28-4-2020;83;95;5;5,7;9;10,3
1735;Hof van Twente;35017;15-4-2020;28-4-2020;6;17,1;1;2,9;1;2,9
1911;Hollands Kroon;48432;15-4-2020;28-4-2020;8;16,5;0;0;1;2,1
118;Hoogeveen;55699;15-4-2020;28-4-2020;35;62,8;4;7,2;6;10,8
405;Hoorn;73261;15-4-2020;28-4-2020;20;27,3;3;4,1;1;1,4
1507;Horst aan de Maas;42429;15-4-2020;28-4-2020;22;51,9;0;0;6;14,1
321;Houten;50146;15-4-2020;28-4-2020;20;39,9;0;0;4;8
406;Huizen;41273;15-4-2020;28-4-2020;48;116,3;0;0;3;7,3
677;Hulst;27556;15-4-2020;28-4-2020;4;14,5;1;3,6;0;0
353;IJsselstein;34109;15-4-2020;28-4-2020;39;114,3;1;2,9;6;17,6
1884;Kaag en Braassem;27297;15-4-2020;28-4-2020;10;36,6;0;0;0;0
166;Kampen;54319;15-4-2020;28-4-2020;76;139,9;3;5,5;6;11
678;Kapelle;12695;15-4-2020;28-4-2020;6;47,3;1;7,9;0;0
537;Katwijk;65753;15-4-2020;28-4-2020;76;115,6;4;6,1;4;6,1
928;Kerkrade;45749;15-4-2020;28-4-2020;55;120,2;8;17,5;8;17,5
1598;Koggenland;22749;15-4-2020;28-4-2020;6;26,4;0;0;2;8,8
542;Krimpen aan den IJssel;29526;15-4-2020;28-4-2020;24;81,3;1;3,4;1;3,4
1931;Krimpenerwaard;56319;15-4-2020;28-4-2020;35;62,1;4;7,1;2;3,6
1659;Laarbeek;22523;15-4-2020;28-4-2020;28;124,3;3;13,3;3;13,3
1685;Landerd;15730;15-4-2020;28-4-2020;28;178;1;6,4;5;31,8
882;Landgraaf;37445;15-4-2020;28-4-2020;33;88,1;7;18,7;1;2,7
415;Landsmeer;11491;15-4-2020;28-4-2020;5;43,5;0;0;1;8,7
416;Langedijk;28163;15-4-2020;28-4-2020;6;21,3;0;0;1;3,6
1621;Lansingerland;62384;15-4-2020;28-4-2020;33;52,9;4;6,4;3;4,8
417;Laren (NH.);11280;15-4-2020;28-4-2020;3;26,6;0;0;1;8,9
80;Leeuwarden;124084;15-4-2020;28-4-2020;7;5,6;1;0,8;2;1,6
546;Leiden;125099;15-4-2020;28-4-2020;28;22,4;4;3,2;5;4
547;Leiderdorp;27056;15-4-2020;28-4-2020;6;22,2;1;3,7;2;7,4
1916;Leidschendam-Voorburg;76534;15-4-2020;28-4-2020;28;36,6;1;1,3;2;2,6
995;Lelystad;78598;15-4-2020;28-4-2020;52;66,2;7;8,9;10;12,7
1640;Leudal;35879;15-4-2020;28-4-2020;41;114,3;0;0;7;19,5
327;Leusden;30401;15-4-2020;28-4-2020;11;36,2;1;3,3;0;0
1705;Lingewaard;46601;15-4-2020;28-4-2020;29;62,2;1;2,1;4;8,6
553;Lisse;22955;15-4-2020;28-4-2020;5;21,8;0;0;0;0
262;Lochem;33729;15-4-2020;28-4-2020;33;97,8;0;0;6;17,8
809;Loon op Zand;23408;15-4-2020;28-4-2020;10;42,7;1;4,3;0;0
331;Lopik;14467;15-4-2020;28-4-2020;26;179,7;2;13,8;4;27,6
24;Loppersum;9537;15-4-2020;28-4-2020;0;0;0;0;0;0
168;Losser;22683;15-4-2020;28-4-2020;5;22;0;0;0;0
263;Maasdriel;25030;15-4-2020;28-4-2020;11;43,9;0;0;1;4
1641;Maasgouw;23965;15-4-2020;28-4-2020;37;154,4;4;16,7;2;8,3
556;Maassluis;33213;15-4-2020;28-4-2020;9;27,1;3;9;2;6
935;Maastricht;121575;15-4-2020;28-4-2020;164;134,9;24;19,7;43;35,4
420;Medemblik;45101;15-4-2020;28-4-2020;18;39,9;1;2,2;0;0
938;Meerssen;18828;15-4-2020;28-4-2020;15;79,7;5;26,6;4;21,2
1948;Meierijstad;81194;15-4-2020;28-4-2020;96;118,2;7;8,6;16;19,7
119;Meppel;33920;15-4-2020;28-4-2020;6;17,7;0;0;0;0
687;Middelburg (Z.);48822;15-4-2020;28-4-2020;12;24,6;1;2;0;0
1842;Midden-Delfland;19341;15-4-2020;28-4-2020;3;15,5;0;0;0;0
1731;Midden-Drenthe;33185;15-4-2020;28-4-2020;3;9;0;0;0;0
1952;Midden-Groningen;60797;15-4-2020;28-4-2020;5;8,2;0;0;1;1,6
815;Mill en Sint Hubert;10939;15-4-2020;28-4-2020;10;91,4;0;0;1;9,1
1709;Moerdijk;37129;15-4-2020;28-4-2020;23;61,9;0;0;3;8,1
1978;Molenlanden;43909;15-4-2020;28-4-2020;25;56,9;1;2,3;2;4,6
1955;Montferland;36011;15-4-2020;28-4-2020;32;88,9;4;11,1;1;2,8
335;Montfoort;13917;15-4-2020;28-4-2020;4;28,7;0;0;0;0
944;Mook en Middelaar;7847;15-4-2020;28-4-2020;6;76,5;0;0;2;25,5
1740;Neder-Betuwe;24339;15-4-2020;28-4-2020;41;168,5;0;0;4;16,4
946;Nederweert;17019;15-4-2020;28-4-2020;11;64,6;3;17,6;2;11,8
356;Nieuwegein;63462;15-4-2020;28-4-2020;32;50,4;2;3,2;3;4,7
569;Nieuwkoop;28811;15-4-2020;28-4-2020;10;34,7;1;3,5;0;0
267;Nijkerk;43171;15-4-2020;28-4-2020;7;16,2;1;2,3;1;2,3
268;Nijmegen;177659;15-4-2020;28-4-2020;85;47,8;6;3,4;13;7,3
1930;Nissewaard;85219;15-4-2020;28-4-2020;38;44,6;8;9,4;5;5,9
1970;Noardeast-Fryslân;45228;15-4-2020;28-4-2020;0;0;0;0;1;2,2
1695;Noord-Beveland;7392;15-4-2020;28-4-2020;1;13,5;0;0;0;0
1699;Noordenveld;31253;15-4-2020;28-4-2020;2;6,4;0;0;0;0
171;Noordoostpolder;47291;15-4-2020;28-4-2020;32;67,7;3;6,3;4;8,5
575;Noordwijk;43508;15-4-2020;28-4-2020;11;25,3;2;4,6;1;2,3
820;Nuenen, Gerwen en Nederwetten;23383;15-4-2020;28-4-2020;7;29,9;0;0;2;8,6
302;Nunspeet;27851;15-4-2020;28-4-2020;67;240,6;0;0;5;18
579;Oegstgeest;24840;15-4-2020;28-4-2020;9;36,2;2;8,1;2;8,1
823;Oirschot;18714;15-4-2020;28-4-2020;18;96,2;0;0;2;10,7
824;Oisterwijk;26245;15-4-2020;28-4-2020;10;38,1;1;3,8;1;3,8
1895;Oldambt;38209;15-4-2020;28-4-2020;6;15,7;4;10,5;0;0
269;Oldebroek;23646;15-4-2020;28-4-2020;53;224,1;1;4,2;3;12,7
173;Oldenzaal;31836;15-4-2020;28-4-2020;9;28,3;0;0;0;0
1773;Olst-Wijhe;18252;15-4-2020;28-4-2020;11;60,3;0;0;3;16,4
175;Ommen;18009;15-4-2020;28-4-2020;16;88,8;0;0;0;0
1586;Oost Gelre;29627;15-4-2020;28-4-2020;11;37,1;1;3,4;0;0
826;Oosterhout;55982;15-4-2020;28-4-2020;25;44,7;5;8,9;3;5,4
85;Ooststellingwerf;25469;15-4-2020;28-4-2020;5;19,6;1;3,9;0;0
431;Oostzaan;9735;15-4-2020;28-4-2020;6;61,6;1;10,3;0;0
432;Opmeer;11836;15-4-2020;28-4-2020;3;25,3;0;0;0;0
86;Opsterland;29733;15-4-2020;28-4-2020;5;16,8;1;3,4;0;0
828;Oss;91915;15-4-2020;28-4-2020;82;89,2;4;4,4;9;9,8
1509;Oude IJsselstreek;39388;15-4-2020;28-4-2020;24;60,9;2;5,1;5;12,7
437;Ouder-Amstel;14026;15-4-2020;28-4-2020;8;57;0;0;0;0
589;Oudewater;10230;15-4-2020;28-4-2020;6;58,7;0;0;1;9,8
1734;Overbetuwe;47906;15-4-2020;28-4-2020;15;31,3;1;2,1;2;4,2
590;Papendrecht;32136;15-4-2020;28-4-2020;10;31,1;0;0;0;0
1894;Peel en Maas;43425;15-4-2020;28-4-2020;31;71,4;4;9,2;4;9,2
765;Pekela;12196;15-4-2020;28-4-2020;1;8,2;0;0;0;0
1926;Pijnacker-Nootdorp;55308;15-4-2020;28-4-2020;39;70,5;2;3,6;5;9
439;Purmerend;81249;15-4-2020;28-4-2020;53;65,2;3;3,7;15;18,5
273;Putten;24112;15-4-2020;28-4-2020;4;16,6;0;0;0;0
177;Raalte;37712;15-4-2020;28-4-2020;75;198,9;1;2,7;10;26,5
703;Reimerswaal;22730;15-4-2020;28-4-2020;6;26,4;0;0;0;0
274;Renkum;31419;15-4-2020;28-4-2020;18;57,3;0;0;4;12,7
339;Renswoude;5444;15-4-2020;28-4-2020;7;128,6;0;0;0;0
1667;Reusel-De Mierden;13112;15-4-2020;28-4-2020;3;22,9;0;0;0;0
275;Rheden;43761;15-4-2020;28-4-2020;10;22,9;1;2,3;0;0
340;Rhenen;20119;15-4-2020;28-4-2020;8;39,8;4;19,9;0;0
597;Ridderkerk;46189;15-4-2020;28-4-2020;29;62,8;5;10,8;2;4,3
1742;Rijssen-Holten;38177;15-4-2020;28-4-2020;62;162,4;4;10,5;8;21
603;Rijswijk (ZH.);54450;15-4-2020;28-4-2020;41;75,3;8;14,7;10;18,4
1669;Roerdalen;20574;15-4-2020;28-4-2020;7;34;1;4,9;1;4,9
957;Roermond;58260;15-4-2020;28-4-2020;17;29,2;6;10,3;1;1,7
1674;Roosendaal;77251;15-4-2020;28-4-2020;60;77,7;5;6,5;4;5,2
