Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage (gemeente);545838;4-3-2020;17-3-2020;26;4,8;12;2,2;0;0
796;'s-Hertogenbosch;155111;4-3-2020;17-3-2020;30;19,3;14;9;2;1,3
1680;Aa en Hunze;25445;4-3-2020;17-3-2020;0;0;0;0;0;0
358;Aalsmeer;31859;4-3-2020;17-3-2020;4;12,6;0;0;0;0
197;Aalten;27121;4-3-2020;17-3-2020;0;0;0;0;0;0
59;Achtkarspelen;27843;4-3-2020;17-3-2020;0;0;0;0;0;0
482;Alblasserdam;20165;4-3-2020;17-3-2020;2;9,9;1;5;0;0
613;Albrandswaard;25590;4-3-2020;17-3-2020;4;15,6;0;0;0;0
361;Alkmaar;109436;4-3-2020;17-3-2020;8;7,3;5;4,6;0;0
141;Almelo;73107;4-3-2020;17-3-2020;2;2,7;1;1,4;0;0
34;Almere;211893;4-3-2020;17-3-2020;3;1,4;3;1,4;0;0
484;Alphen aan den Rijn;111897;4-3-2020;17-3-2020;7;6,3;3;2,7;0;0
1723;Alphen-Chaam;10203;4-3-2020;17-3-2020;6;58,8;4;39,2;0;0
1959;Altena;55967;4-3-2020;17-3-2020;11;19,7;4;7,1;0;0
60;Ameland;3716;4-3-2020;17-3-2020;0;0;0;0;0;0
307;Amersfoort;157276;4-3-2020;17-3-2020;26;16,5;10;6,4;1;0,6
362;Amstelveen;91675;4-3-2020;17-3-2020;13;14,2;3;3,3;0;0
363;Amsterdam;872757;4-3-2020;17-3-2020;92;10,5;35;4;1;0,1
200;Apeldoorn;163818;4-3-2020;17-3-2020;9;5,5;3;1,8;0;0
3;Appingedam;11642;4-3-2020;17-3-2020;0;0;0;0;0;0
202;Arnhem;161348;4-3-2020;17-3-2020;10;6,2;4;2,5;0;0
106;Assen;68599;4-3-2020;17-3-2020;1;1,5;1;1,5;0;0
743;Asten;16721;4-3-2020;17-3-2020;2;12;1;6;0;0
744;Baarle-Nassau;6859;4-3-2020;17-3-2020;0;0;0;0;0;0
308;Baarn;24868;4-3-2020;17-3-2020;0;0;0;0;0;0
489;Barendrecht;48714;4-3-2020;17-3-2020;3;6,2;3;6,2;0;0
203;Barneveld;59082;4-3-2020;17-3-2020;7;11,8;1;1,7;0;0
888;Beek (L.);15865;4-3-2020;17-3-2020;3;18,9;2;12,6;0;0
1954;Beekdaelen;35938;4-3-2020;17-3-2020;17;47,3;8;22,3;3;8,3
370;Beemster;10022;4-3-2020;17-3-2020;0;0;0;0;0;0
889;Beesel;13482;4-3-2020;17-3-2020;0;0;0;0;0;0
1945;Berg en Dal;34992;4-3-2020;17-3-2020;15;42,9;1;2,9;0;0
1724;Bergeijk;18635;4-3-2020;17-3-2020;1;5,4;1;5,4;0;0
893;Bergen (L.);13085;4-3-2020;17-3-2020;1;7,6;0;0;0;0
373;Bergen (NH.);29839;4-3-2020;17-3-2020;4;13,4;3;10,1;0;0
748;Bergen op Zoom;67496;4-3-2020;17-3-2020;5;7,4;5;7,4;1;1,5
1859;Berkelland;43747;4-3-2020;17-3-2020;1;2,3;0;0;0;0
1721;Bernheze;31240;4-3-2020;17-3-2020;28;89,6;17;54,4;2;6,4
753;Best;29988;4-3-2020;17-3-2020;6;20;5;16,7;0;0
209;Beuningen;25890;4-3-2020;17-3-2020;6;23,2;0;0;0;0
375;Beverwijk;41626;4-3-2020;17-3-2020;3;7,2;1;2,4;0;0
1728;Bladel;20390;4-3-2020;17-3-2020;3;14,7;5;24,5;1;4,9
376;Blaricum;11540;4-3-2020;17-3-2020;2;17,3;0;0;0;0
377;Bloemendaal;23571;4-3-2020;17-3-2020;5;21,2;0;0;0;0
1901;Bodegraven-Reeuwijk;34872;4-3-2020;17-3-2020;1;2,9;0;0;0;0
755;Boekel;10785;4-3-2020;17-3-2020;20;185,4;7;64,9;2;18,5
1681;Borger-Odoorn;25559;4-3-2020;17-3-2020;0;0;0;0;0;0
147;Borne;23312;4-3-2020;17-3-2020;2;8,6;1;4,3;0;0
654;Borsele;22739;4-3-2020;17-3-2020;3;13,2;2;8,8;0;0
756;Boxmeer;29365;4-3-2020;17-3-2020;3;10,2;2;6,8;0;0
757;Boxtel;30801;4-3-2020;17-3-2020;5;16,2;1;3,2;1;3,2
758;Breda;184069;4-3-2020;17-3-2020;100;54,3;34;18,5;6;3,3
501;Brielle;17271;4-3-2020;17-3-2020;0;0;0;0;0;0
1876;Bronckhorst;36055;4-3-2020;17-3-2020;1;2,8;0;0;0;0
213;Brummen;20726;4-3-2020;17-3-2020;0;0;1;4,8;0;0
899;Brunssum;27821;4-3-2020;17-3-2020;5;18;3;10,8;1;3,6
312;Bunnik;15191;4-3-2020;17-3-2020;1;6,6;0;0;0;0
313;Bunschoten;21866;4-3-2020;17-3-2020;0;0;0;0;0;0
214;Buren;26749;4-3-2020;17-3-2020;5;18,7;1;3,7;0;0
502;Capelle aan den IJssel;67122;4-3-2020;17-3-2020;1;1,5;0;0;0;0
383;Castricum;35986;4-3-2020;17-3-2020;5;13,9;2;5,6;0;0
109;Coevorden;35297;4-3-2020;17-3-2020;9;25,5;1;2,8;0;0
1706;Cranendonck;21138;4-3-2020;17-3-2020;6;28,4;0;0;1;4,7
1684;Cuijk;25130;4-3-2020;17-3-2020;2;8;1;4;0;0
216;Culemborg;28955;4-3-2020;17-3-2020;3;10,4;2;6,9;0;0
148;Dalfsen;28587;4-3-2020;17-3-2020;1;3,5;1;3,5;0;0
1891;Dantumadiel;18922;4-3-2020;17-3-2020;0;0;0;0;0;0
310;De Bilt;43137;4-3-2020;17-3-2020;12;27,8;2;4,6;0;0
1940;De Fryske Marren;51564;4-3-2020;17-3-2020;6;11,6;1;1,9;0;0
736;De Ronde Venen;44456;4-3-2020;17-3-2020;2;4,5;0;0;0;0
1690;De Wolden;24330;4-3-2020;17-3-2020;1;4,1;0;0;0;0
503;Delft;103595;4-3-2020;17-3-2020;3;2,9;3;2,9;0;0
10;Delfzijl;24678;4-3-2020;17-3-2020;0;0;0;0;0;0
400;Den Helder;56296;4-3-2020;17-3-2020;2;3,6;2;3,6;0;0
762;Deurne;32471;4-3-2020;17-3-2020;13;40;9;27,7;1;3,1
150;Deventer;100719;4-3-2020;17-3-2020;4;4;2;2;0;0
384;Diemen;30780;4-3-2020;17-3-2020;1;3,2;1;3,2;0;0
1774;Dinkelland;26461;4-3-2020;17-3-2020;7;26,5;3;11,3;1;3,8
221;Doesburg;11077;4-3-2020;17-3-2020;1;9;0;0;0;0
222;Doetinchem;58001;4-3-2020;17-3-2020;0;0;1;1,7;0;0
766;Dongen;26222;4-3-2020;17-3-2020;3;11,4;0;0;0;0
505;Dordrecht;119284;4-3-2020;17-3-2020;5;4,2;7;5,9;0;0
498;Drechterland;19719;4-3-2020;17-3-2020;0;0;0;0;0;0
1719;Drimmelen;27272;4-3-2020;17-3-2020;12;44;4;14,7;0;0
303;Dronten;41555;4-3-2020;17-3-2020;7;16,8;2;4,8;0;0
225;Druten;18926;4-3-2020;17-3-2020;5;26,4;3;15,9;0;0
226;Duiven;25126;4-3-2020;17-3-2020;2;8;0;0;0;0
1711;Echt-Susteren;31610;4-3-2020;17-3-2020;10;31,6;9;28,5;3;9,5
385;Edam-Volendam;36197;4-3-2020;17-3-2020;1;2,8;2;5,5;0;0
228;Ede;117165;4-3-2020;17-3-2020;5;4,3;1;0,9;0;0
317;Eemnes;9247;4-3-2020;17-3-2020;1;10,8;0;0;0;0
770;Eersel;19313;4-3-2020;17-3-2020;5;25,9;4;20,7;0;0
1903;Eijsden-Margraten;25768;4-3-2020;17-3-2020;3;11,6;0;0;0;0
772;Eindhoven;234394;4-3-2020;17-3-2020;25;10,7;10;4,3;0;0
230;Elburg;23161;4-3-2020;17-3-2020;1;4,3;1;4,3;0;0
114;Emmen;107048;4-3-2020;17-3-2020;3;2,8;0;0;0;0
388;Enkhuizen;18591;4-3-2020;17-3-2020;1;5,4;1;5,4;0;0
153;Enschede;159640;4-3-2020;17-3-2020;6;3,8;3;1,9;0;0
232;Epe;33178;4-3-2020;17-3-2020;4;12,1;1;3;0;0
233;Ermelo;27008;4-3-2020;17-3-2020;9;33,3;5;18,5;0;0
777;Etten-Leur;43878;4-3-2020;17-3-2020;13;29,6;4;9,1;1;2,3
779;Geertruidenberg;21544;4-3-2020;17-3-2020;7;32,5;3;13,9;0;0
1771;Geldrop-Mierlo;39726;4-3-2020;17-3-2020;3;7,6;1;2,5;1;2,5
1652;Gemert-Bakel;30723;4-3-2020;17-3-2020;34;110,7;25;81,4;2;6,5
907;Gennep;16921;4-3-2020;17-3-2020;3;17,7;2;11,8;1;5,9
784;Gilze en Rijen;26431;4-3-2020;17-3-2020;3;11,4;0;0;0;0
1924;Goeree-Overflakkee;50049;4-3-2020;17-3-2020;9;18;1;2;0;0
664;Goes;38082;4-3-2020;17-3-2020;3;7,9;0;0;0;0
785;Goirle;23904;4-3-2020;17-3-2020;11;46;2;8,4;2;8,4
1942;Gooise Meren;58055;4-3-2020;17-3-2020;7;12,1;1;1,7;0;0
512;Gorinchem;37022;4-3-2020;17-3-2020;0;0;0;0;0;0
513;Gouda;73427;4-3-2020;17-3-2020;8;10,9;2;2,7;0;0
786;Grave;12436;4-3-2020;17-3-2020;3;24,1;1;8;0;0
14;Groningen (gemeente);232874;4-3-2020;17-3-2020;11;4,7;1;0,4;0;0
1729;Gulpen-Wittem;14171;4-3-2020;17-3-2020;2;14,1;1;7,1;0;0
158;Haaksbergen;24311;4-3-2020;17-3-2020;2;8,2;0;0;0;0
788;Haaren;14370;4-3-2020;17-3-2020;9;62,6;3;20,9;1;7
392;Haarlem;162902;4-3-2020;17-3-2020;9;5,5;4;2,5;0;0
394;Haarlemmermeer;156002;4-3-2020;17-3-2020;7;4,5;3;1,9;1;0,6
1655;Halderberge;30284;4-3-2020;17-3-2020;2;6,6;1;3,3;0;0
160;Hardenberg;60948;4-3-2020;17-3-2020;0;0;2;3,3;0;0
243;Harderwijk;48414;4-3-2020;17-3-2020;4;8,3;4;8,3;1;2,1
523;Hardinxveld-Giessendam;18295;4-3-2020;17-3-2020;2;10,9;0;0;0;0
72;Harlingen;15722;4-3-2020;17-3-2020;1;6,4;0;0;0;0
244;Hattem;12209;4-3-2020;17-3-2020;0;0;0;0;0;0
396;Heemskerk;39182;4-3-2020;17-3-2020;3;7,7;2;5,1;0;0
397;Heemstede;27234;4-3-2020;17-3-2020;6;22;0;0;0;0
246;Heerde;18589;4-3-2020;17-3-2020;4;21,5;7;37,7;0;0
74;Heerenveen;50493;4-3-2020;17-3-2020;0;0;0;0;0;0
398;Heerhugowaard;57587;4-3-2020;17-3-2020;2;3,5;1;1,7;0;0
917;Heerlen;87086;4-3-2020;17-3-2020;14;16,1;13;14,9;2;2,3
1658;Heeze-Leende;16152;4-3-2020;17-3-2020;4;24,8;2;12,4;0;0
399;Heiloo;23968;4-3-2020;17-3-2020;3;12,5;0;0;0;0
163;Hellendoorn;35916;4-3-2020;17-3-2020;2;5,6;0;0;0;0
530;Hellevoetsluis;40142;4-3-2020;17-3-2020;1;2,5;0;0;0;0
794;Helmond;92423;4-3-2020;17-3-2020;17;18,4;12;13;1;1,1
531;Hendrik-Ido-Ambacht;31202;4-3-2020;17-3-2020;0;0;1;3,2;0;0
164;Hengelo (O.);81140;4-3-2020;17-3-2020;4;4,9;1;1,2;0;0
1966;Het Hogeland;47801;4-3-2020;17-3-2020;0;0;0;0;0;0
252;Heumen;16454;4-3-2020;17-3-2020;6;36,5;0;0;0;0
797;Heusden;44692;4-3-2020;17-3-2020;5;11,2;0;0;0;0
534;Hillegom;22209;4-3-2020;17-3-2020;1;4,5;1;4,5;0;0
798;Hilvarenbeek;15518;4-3-2020;17-3-2020;5;32,2;0;0;0;0
402;Hilversum;90831;4-3-2020;17-3-2020;3;3,3;2;2,2;0;0
1963;Hoeksche Waard;87401;4-3-2020;17-3-2020;9;10,3;7;8;1;1,1
1735;Hof van Twente;35017;4-3-2020;17-3-2020;3;8,6;1;2,9;0;0
1911;Hollands Kroon;48432;4-3-2020;17-3-2020;1;2,1;2;4,1;0;0
118;Hoogeveen;55699;4-3-2020;17-3-2020;3;5,4;1;1,8;0;0
405;Hoorn;73261;4-3-2020;17-3-2020;4;5,5;3;4,1;0;0
1507;Horst aan de Maas;42429;4-3-2020;17-3-2020;8;18,9;6;14,1;1;2,4
321;Houten;50146;4-3-2020;17-3-2020;7;14;0;0;0;0
406;Huizen;41273;4-3-2020;17-3-2020;2;4,8;0;0;0;0
677;Hulst;27556;4-3-2020;17-3-2020;0;0;0;0;0;0
353;IJsselstein;34109;4-3-2020;17-3-2020;8;23,5;3;8,8;0;0
1884;Kaag en Braassem;27297;4-3-2020;17-3-2020;0;0;0;0;0;0
166;Kampen;54319;4-3-2020;17-3-2020;3;5,5;2;3,7;0;0
678;Kapelle;12695;4-3-2020;17-3-2020;2;15,8;1;7,9;0;0
537;Katwijk;65753;4-3-2020;17-3-2020;1;1,5;1;1,5;0;0
928;Kerkrade;45749;4-3-2020;17-3-2020;4;8,7;2;4,4;0;0
1598;Koggenland;22749;4-3-2020;17-3-2020;2;8,8;0;0;0;0
542;Krimpen aan den IJssel;29526;4-3-2020;17-3-2020;3;10,2;0;0;0;0
1931;Krimpenerwaard;56319;4-3-2020;17-3-2020;4;7,1;2;3,6;0;0
1659;Laarbeek;22523;4-3-2020;17-3-2020;6;26,6;6;26,6;0;0
1685;Landerd;15730;4-3-2020;17-3-2020;16;101,7;7;44,5;1;6,4
882;Landgraaf;37445;4-3-2020;17-3-2020;7;18,7;4;10,7;1;2,7
415;Landsmeer;11491;4-3-2020;17-3-2020;3;26,1;0;0;0;0
416;Langedijk;28163;4-3-2020;17-3-2020;4;14,2;0;0;0;0
1621;Lansingerland;62384;4-3-2020;17-3-2020;10;16;5;8;0;0
417;Laren (NH.);11280;4-3-2020;17-3-2020;0;0;1;8,9;0;0
80;Leeuwarden;124084;4-3-2020;17-3-2020;5;4;1;0,8;1;0,8
546;Leiden;125099;4-3-2020;17-3-2020;11;8,8;5;4;0;0
547;Leiderdorp;27056;4-3-2020;17-3-2020;2;7,4;1;3,7;0;0
1916;Leidschendam-Voorburg;76534;4-3-2020;17-3-2020;6;7,8;2;2,6;0;0
995;Lelystad;78598;4-3-2020;17-3-2020;10;12,7;8;10,2;0;0
1640;Leudal;35879;4-3-2020;17-3-2020;14;39;9;25,1;0;0
327;Leusden;30401;4-3-2020;17-3-2020;4;13,2;0;0;0;0
1705;Lingewaard;46601;4-3-2020;17-3-2020;5;10,7;1;2,1;0;0
553;Lisse;22955;4-3-2020;17-3-2020;0;0;1;4,4;0;0
262;Lochem;33729;4-3-2020;17-3-2020;1;3;1;3;0;0
809;Loon op Zand;23408;4-3-2020;17-3-2020;7;29,9;2;8,5;0;0
331;Lopik;14467;4-3-2020;17-3-2020;3;20,7;2;13,8;0;0
24;Loppersum;9537;4-3-2020;17-3-2020;0;0;0;0;0;0
168;Losser;22683;4-3-2020;17-3-2020;0;0;0;0;0;0
263;Maasdriel;25030;4-3-2020;17-3-2020;1;4;1;4;0;0
1641;Maasgouw;23965;4-3-2020;17-3-2020;4;16,7;3;12,5;1;4,2
556;Maassluis;33213;4-3-2020;17-3-2020;2;6;1;3;0;0
935;Maastricht;121575;4-3-2020;17-3-2020;39;32,1;14;11,5;2;1,6
420;Medemblik;45101;4-3-2020;17-3-2020;0;0;0;0;0;0
938;Meerssen;18828;4-3-2020;17-3-2020;2;10,6;0;0;0;0
1948;Meierijstad;81194;4-3-2020;17-3-2020;64;78,8;36;44,3;13;16
119;Meppel;33920;4-3-2020;17-3-2020;0;0;1;2,9;0;0
687;Middelburg (Z.);48822;4-3-2020;17-3-2020;2;4,1;4;8,2;0;0
1842;Midden-Delfland;19341;4-3-2020;17-3-2020;1;5,2;0;0;0;0
1731;Midden-Drenthe;33185;4-3-2020;17-3-2020;0;0;0;0;0;0
1952;Midden-Groningen;60797;4-3-2020;17-3-2020;2;3,3;0;0;0;0
815;Mill en Sint Hubert;10939;4-3-2020;17-3-2020;1;9,1;1;9,1;0;0
1709;Moerdijk;37129;4-3-2020;17-3-2020;1;2,7;1;2,7;0;0
1978;Molenlanden;43909;4-3-2020;17-3-2020;7;15,9;4;9,1;0;0
1955;Montferland;36011;4-3-2020;17-3-2020;1;2,8;1;2,8;0;0
335;Montfoort;13917;4-3-2020;17-3-2020;0;0;0;0;0;0
944;Mook en Middelaar;7847;4-3-2020;17-3-2020;0;0;0;0;0;0
1740;Neder-Betuwe;24339;4-3-2020;17-3-2020;4;16,4;3;12,3;0;0
946;Nederweert;17019;4-3-2020;17-3-2020;7;41,1;4;23,5;0;0
356;Nieuwegein;63462;4-3-2020;17-3-2020;4;6,3;3;4,7;0;0
569;Nieuwkoop;28811;4-3-2020;17-3-2020;1;3,5;0;0;0;0
267;Nijkerk;43171;4-3-2020;17-3-2020;2;4,6;1;2,3;0;0
268;Nijmegen;177659;4-3-2020;17-3-2020;54;30,4;13;7,3;0;0
1930;Nissewaard;85219;4-3-2020;17-3-2020;7;8,2;7;8,2;0;0
1970;Noardeast-Frysl̢n;45228;4-3-2020;17-3-2020;0;0;1;2,2;0;0
1695;Noord-Beveland;7392;4-3-2020;17-3-2020;1;13,5;0;0;0;0
1699;Noordenveld;31253;4-3-2020;17-3-2020;1;3,2;1;3,2;1;3,2
171;Noordoostpolder;47291;4-3-2020;17-3-2020;2;4,2;0;0;0;0
575;Noordwijk;43508;4-3-2020;17-3-2020;3;6,9;2;4,6;0;0
820;Nuenen, Gerwen en Nederwetten;23383;4-3-2020;17-3-2020;2;8,6;2;8,6;0;0
302;Nunspeet;27851;4-3-2020;17-3-2020;5;18;4;14,4;1;3,6
579;Oegstgeest;24840;4-3-2020;17-3-2020;3;12,1;2;8,1;0;0
823;Oirschot;18714;4-3-2020;17-3-2020;1;5,3;1;5,3;0;0
824;Oisterwijk;26245;4-3-2020;17-3-2020;10;38,1;3;11,4;0;0
1895;Oldambt;38209;4-3-2020;17-3-2020;0;0;0;0;0;0
269;Oldebroek;23646;4-3-2020;17-3-2020;4;16,9;2;8,5;0;0
173;Oldenzaal;31836;4-3-2020;17-3-2020;3;9,4;1;3,1;0;0
1773;Olst-Wijhe;18252;4-3-2020;17-3-2020;0;0;0;0;0;0
175;Ommen;18009;4-3-2020;17-3-2020;3;16,7;1;5,6;0;0
1586;Oost Gelre;29627;4-3-2020;17-3-2020;0;0;1;3,4;0;0
826;Oosterhout;55982;4-3-2020;17-3-2020;10;17,9;5;8,9;0;0
85;Ooststellingwerf;25469;4-3-2020;17-3-2020;0;0;0;0;0;0
431;Oostzaan;9735;4-3-2020;17-3-2020;2;20,5;0;0;0;0
432;Opmeer;11836;4-3-2020;17-3-2020;0;0;0;0;0;0
86;Opsterland;29733;4-3-2020;17-3-2020;2;6,7;0;0;0;0
828;Oss;91915;4-3-2020;17-3-2020;19;20,7;9;9,8;0;0
1509;Oude IJsselstreek;39388;4-3-2020;17-3-2020;2;5,1;2;5,1;0;0
437;Ouder-Amstel;14026;4-3-2020;17-3-2020;3;21,4;1;7,1;0;0
589;Oudewater;10230;4-3-2020;17-3-2020;1;9,8;1;9,8;0;0
1734;Overbetuwe;47906;4-3-2020;17-3-2020;10;20,9;8;16,7;0;0
590;Papendrecht;32136;4-3-2020;17-3-2020;1;3,1;0;0;0;0
1894;Peel en Maas;43425;4-3-2020;17-3-2020;36;82,9;25;57,6;0;0
765;Pekela;12196;4-3-2020;17-3-2020;1;8,2;1;8,2;0;0
1926;Pijnacker-Nootdorp;55308;4-3-2020;17-3-2020;10;18,1;2;3,6;0;0
439;Purmerend;81249;4-3-2020;17-3-2020;6;7,4;6;7,4;0;0
273;Putten;24112;4-3-2020;17-3-2020;2;8,3;1;4,1;0;0
177;Raalte;37712;4-3-2020;17-3-2020;3;8;2;5,3;0;0
703;Reimerswaal;22730;4-3-2020;17-3-2020;3;13,2;3;13,2;0;0
274;Renkum;31419;4-3-2020;17-3-2020;8;25,5;2;6,4;0;0
339;Renswoude;5444;4-3-2020;17-3-2020;0;0;0;0;0;0
1667;Reusel-De Mierden;13112;4-3-2020;17-3-2020;1;7,6;2;15,3;0;0
275;Rheden;43761;4-3-2020;17-3-2020;4;9,1;2;4,6;0;0
340;Rhenen;20119;4-3-2020;17-3-2020;0;0;0;0;0;0
597;Ridderkerk;46189;4-3-2020;17-3-2020;0;0;1;2,2;0;0
1742;Rijssen-Holten;38177;4-3-2020;17-3-2020;0;0;0;0;0;0
603;Rijswijk (ZH.);54450;4-3-2020;17-3-2020;3;5,5;3;5,5;0;0
1669;Roerdalen;20574;4-3-2020;17-3-2020;1;4,9;1;4,9;0;0
957;Roermond;58260;4-3-2020;17-3-2020;8;13,7;4;6,9;0;0
1674;Roosendaal;77251;4-3-2020;17-3-2020;6;7,8;1;1,3;0;0
599;Rotterdam;651157;4-3-2020;17-3-2020;60;9,2;19;2,9;0;0
277;Rozendaal;1704;4-3-2020;17-3-2020;2;117,4;1;58,7;0;0
840;Rucphen;22878;4-3-2020;17-3-2020;1;4,4;1;4,4;0;0
441;Schagen;46483;4-3-2020;17-3-2020;7;15,1;2;4,3;0;0
279;Scherpenzeel;9880;4-3-2020;17-3-2020;0;0;0;0;0;0
606;Schiedam;78730;4-3-2020;17-3-2020;1;1,3;2;2,5;0;0
88;Schiermonnikoog;947;4-3-2020;17-3-2020;0;0;0;0;0;0
1676;Schouwen-Duiveland;33839;4-3-2020;17-3-2020;1;3;1;3;0;0
965;Simpelveld;10555;4-3-2020;17-3-2020;3;28,4;1;9,5;0;0
1702;Sint Anthonis;11664;4-3-2020;17-3-2020;5;42,9;4;34,3;0;0
845;Sint-Michielsgestel;29208;4-3-2020;17-3-2020;6;20,5;3;10,3;0;0
1883;Sittard-Geleen;92429;4-3-2020;17-3-2020;51;55,2;17;18,4;5;5,4
610;Sliedrecht;25220;4-3-2020;17-3-2020;1;4;0;0;0;0
1714;Sluis;23210;4-3-2020;17-3-2020;2;8,6;2;8,6;0;0
90;Smallingerland;56150;4-3-2020;17-3-2020;3;5,3;1;1,8;0;0
342;Soest;46606;4-3-2020;17-3-2020;6;12,9;0;0;0;0
847;Someren;19368;4-3-2020;17-3-2020;4;20,7;4;20,7;1;5,2
848;Son en Breugel;17322;4-3-2020;17-3-2020;5;28,9;3;17,3;2;11,5
37;Stadskanaal;31686;4-3-2020;17-3-2020;0;0;0;0;0;0
180;Staphorst;17145;4-3-2020;17-3-2020;2;11,7;0;0;0;0
532;Stede Broec;21726;4-3-2020;17-3-2020;1;4,6;1;4,6;0;0
851;Steenbergen;24416;4-3-2020;17-3-2020;2;8,2;1;4,1;1;4,1
1708;Steenwijkerland;44126;4-3-2020;17-3-2020;1;2,3;1;2,3;0;0
971;Stein (L.);25007;4-3-2020;17-3-2020;4;16;2;8;0;0
1904;Stichtse Vecht;64931;4-3-2020;17-3-2020;6;9,2;2;3,1;0;0
1900;S̼dwest-Frysl̢n;89987;4-3-2020;17-3-2020;2;2,2;1;1,1;0;0
715;Terneuzen;54426;4-3-2020;17-3-2020;3;5,5;3;5,5;0;0
93;Terschelling;4888;4-3-2020;17-3-2020;0;0;0;0;0;0
448;Texel;13575;4-3-2020;17-3-2020;0;0;1;7,4;0;0
1525;Teylingen;37440;4-3-2020;17-3-2020;2;5,3;1;2,7;0;0
716;Tholen;25757;4-3-2020;17-3-2020;2;7,8;3;11,6;0;0
281;Tiel;42159;4-3-2020;17-3-2020;4;9,5;4;9,5;0;0
855;Tilburg;219789;4-3-2020;17-3-2020;108;49,1;41;18,7;7;3,2
183;Tubbergen;21275;4-3-2020;17-3-2020;2;9,4;0;0;0;0
1700;Twenterand;33743;4-3-2020;17-3-2020;0;0;0;0;0;0
1730;Tynaarlo;33887;4-3-2020;17-3-2020;3;8,9;0;0;0;0
737;Tytsjerksteradiel;32052;4-3-2020;17-3-2020;1;3,1;0;0;0;0
856;Uden;42119;4-3-2020;17-3-2020;53;125,8;30;71,2;6;14,2
450;Uitgeest;13666;4-3-2020;17-3-2020;0;0;0;0;0;0
451;Uithoorn;29478;4-3-2020;17-3-2020;1;3,4;1;3,4;0;0
184;Urk;21031;4-3-2020;17-3-2020;2;9,5;4;19;0;0
344;Utrecht (gemeente);357597;4-3-2020;17-3-2020;69;19,3;12;3,4;0;0
1581;Utrechtse Heuvelrug;49580;4-3-2020;17-3-2020;7;14,1;0;0;0;0
981;Vaals;10105;4-3-2020;17-3-2020;0;0;0;0;0;0
994;Valkenburg aan de Geul;16367;4-3-2020;17-3-2020;3;18,3;0;0;0;0
858;Valkenswaard;31193;4-3-2020;17-3-2020;1;3,2;1;3,2;0;0
47;Veendam;27384;4-3-2020;17-3-2020;0;0;0;0;0;0
345;Veenendaal;66493;4-3-2020;17-3-2020;1;1,5;3;4,5;0;0
717;Veere;21880;4-3-2020;17-3-2020;1;4,6;0;0;0;0
861;Veldhoven;45466;4-3-2020;17-3-2020;3;6,6;1;2,2;0;0
453;Velsen;68648;4-3-2020;17-3-2020;7;10,2;2;2,9;0;0
983;Venlo;101802;4-3-2020;17-3-2020;12;11,8;14;13,8;1;1
984;Venray;43614;4-3-2020;17-3-2020;1;2,3;4;9,2;0;0
1961;Vijfheerenlanden;56811;4-3-2020;17-3-2020;7;12,3;2;3,5;0;0
622;Vlaardingen;73397;4-3-2020;17-3-2020;2;2,7;2;2,7;0;0
96;Vlieland;1155;4-3-2020;17-3-2020;0;0;0;0;0;0
