Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage (gemeente);545838;18-3-2020;31-3-2020;201;36,8;110;20,2;15;2,7
796;'s-Hertogenbosch;155111;18-3-2020;31-3-2020;150;96,7;61;39,3;25;16,1
1680;Aa en Hunze;25445;18-3-2020;31-3-2020;5;19,7;1;3,9;0;0
358;Aalsmeer;31859;18-3-2020;31-3-2020;16;50,2;5;15,7;2;6,3
197;Aalten;27121;18-3-2020;31-3-2020;9;33,2;4;14,7;1;3,7
59;Achtkarspelen;27843;18-3-2020;31-3-2020;2;7,2;0;0;0;0
482;Alblasserdam;20165;18-3-2020;31-3-2020;8;39,7;4;19,8;0;0
613;Albrandswaard;25590;18-3-2020;31-3-2020;25;97,7;5;19,5;2;7,8
361;Alkmaar;109436;18-3-2020;31-3-2020;47;42,9;26;23,8;5;4,6
141;Almelo;73107;18-3-2020;31-3-2020;24;32,8;12;16,4;3;4,1
34;Almere;211893;18-3-2020;31-3-2020;81;38,2;59;27,8;1;0,5
484;Alphen aan den Rijn;111897;18-3-2020;31-3-2020;49;43,8;31;27,7;2;1,8
1723;Alphen-Chaam;10203;18-3-2020;31-3-2020;23;225,4;10;98;4;39,2
1959;Altena;55967;18-3-2020;31-3-2020;38;67,9;15;26,8;2;3,6
60;Ameland;3716;18-3-2020;31-3-2020;0;0;0;0;0;0
307;Amersfoort;157276;18-3-2020;31-3-2020;49;31,2;24;15,3;9;5,7
362;Amstelveen;91675;18-3-2020;31-3-2020;87;94,9;29;31,6;5;5,5
363;Amsterdam;872757;18-3-2020;31-3-2020;589;67,5;252;28,9;32;3,7
200;Apeldoorn;163818;18-3-2020;31-3-2020;70;42,7;43;26,2;6;3,7
3;Appingedam;11642;18-3-2020;31-3-2020;1;8,6;1;8,6;0;0
202;Arnhem;161348;18-3-2020;31-3-2020;61;37,8;35;21,7;3;1,9
106;Assen;68599;18-3-2020;31-3-2020;15;21,9;8;11,7;2;2,9
743;Asten;16721;18-3-2020;31-3-2020;18;107,6;5;29,9;2;12
744;Baarle-Nassau;6859;18-3-2020;31-3-2020;12;175;7;102,1;1;14,6
308;Baarn;24868;18-3-2020;31-3-2020;12;48,3;7;28,1;0;0
489;Barendrecht;48714;18-3-2020;31-3-2020;33;67,7;17;34,9;2;4,1
203;Barneveld;59082;18-3-2020;31-3-2020;25;42,3;7;11,8;2;3,4
888;Beek (L.);15865;18-3-2020;31-3-2020;16;100,9;8;50,4;1;6,3
1954;Beekdaelen;35938;18-3-2020;31-3-2020;27;75,1;20;55,7;5;13,9
370;Beemster;10022;18-3-2020;31-3-2020;6;59,9;3;29,9;1;10
889;Beesel;13482;18-3-2020;31-3-2020;16;118,7;11;81,6;3;22,3
1945;Berg en Dal;34992;18-3-2020;31-3-2020;48;137,2;15;42,9;7;20
1724;Bergeijk;18635;18-3-2020;31-3-2020;18;96,6;9;48,3;2;10,7
893;Bergen (L.);13085;18-3-2020;31-3-2020;4;30,6;4;30,6;0;0
373;Bergen (NH.);29839;18-3-2020;31-3-2020;23;77,1;10;33,5;1;3,4
748;Bergen op Zoom;67496;18-3-2020;31-3-2020;16;23,7;7;10,4;2;3
1859;Berkelland;43747;18-3-2020;31-3-2020;7;16;5;11,4;0;0
1721;Bernheze;31240;18-3-2020;31-3-2020;105;336,1;50;160,1;24;76,8
