Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;13-01-2021;26-01-2021;1611;295,1;50;9,2;26;4,8
14;Groningen;232874;13-01-2021;26-01-2021;574;246,5;2;0,9;3;1,3
1729;Gulpen-Wittem;14171;13-01-2021;26-01-2021;43;303,4;0;0;0;0
158;Haaksbergen;24311;13-01-2021;26-01-2021;177;728,1;1;4,1;0;0
392;Haarlem;162902;13-01-2021;26-01-2021;420;257,8;5;3,1;5;3,1
394;Haarlemmermeer;156002;13-01-2021;26-01-2021;464;297,4;7;4,5;6;3,8
1655;Halderberge;30284;13-01-2021;26-01-2021;131;432,6;5;16,5;4;13,2
160;Hardenberg;60948;13-01-2021;26-01-2021;457;749,8;2;3,3;7;11,5
243;Harderwijk;48414;13-01-2021;26-01-2021;209;431,7;2;4,1;5;10,3
523;Hardinxveld-Giessendam;18295;13-01-2021;26-01-2021;170;929,2;1;5,5;4;21,9
72;Harlingen;15722;13-01-2021;26-01-2021;40;254,4;0;0;0;0
244;Hattem;12209;13-01-2021;26-01-2021;22;180,2;0;0;0;0
396;Heemskerk;39182;13-01-2021;26-01-2021;145;370,1;2;5,1;1;2,6
397;Heemstede;27234;13-01-2021;26-01-2021;53;194,6;0;0;1;3,7
246;Heerde;18589;13-01-2021;26-01-2021;52;279,7;0;0;0;0
74;Heerenveen;50493;13-01-2021;26-01-2021;225;445,6;1;2;1;2
398;Heerhugowaard;57587;13-01-2021;26-01-2021;318;552,2;1;1,7;4;6,9
917;Heerlen;87086;13-01-2021;26-01-2021;476;546,6;8;9,2;8;9,2
1658;Heeze-Leende;16152;13-01-2021;26-01-2021;70;433,4;1;6,2;0;0
399;Heiloo;23968;13-01-2021;26-01-2021;60;250,3;1;4,2;0;0
163;Hellendoorn;35916;13-01-2021;26-01-2021;224;623,7;4;11,1;6;16,7
530;Hellevoetsluis;40142;13-01-2021;26-01-2021;119;296,4;3;7,5;4;10
794;Helmond;92423;13-01-2021;26-01-2021;618;668,7;5;5,4;6;6,5
531;Hendrik-Ido-Ambacht;31202;13-01-2021;26-01-2021;129;413,4;3;9,6;4;12,8
164;Hengelo (O.);81140;13-01-2021;26-01-2021;397;489,3;2;2,5;7;8,6
796;'s-Hertogenbosch;155111;13-01-2021;26-01-2021;609;392,6;4;2,6;3;1,9
1966;Het Hogeland;47801;13-01-2021;26-01-2021;173;361,9;2;4,2;2;4,2
252;Heumen;16454;13-01-2021;26-01-2021;63;382,9;0;0;1;6,1
797;Heusden;44692;13-01-2021;26-01-2021;198;443;0;0;1;2,2
534;Hillegom;22209;13-01-2021;26-01-2021;72;324,2;0;0;6;27
798;Hilvarenbeek;15518;13-01-2021;26-01-2021;43;277,1;0;0;0;0
402;Hilversum;90831;13-01-2021;26-01-2021;269;296,2;3;3,3;3;3,3
1963;Hoeksche Waard;87401;13-01-2021;26-01-2021;354;405;5;5,7;3;3,4
1735;Hof van Twente;35017;13-01-2021;26-01-2021;231;659,7;1;2,9;2;5,7
1911;Hollands Kroon;48432;13-01-2021;26-01-2021;241;497,6;1;2,1;2;4,1
118;Hoogeveen;55699;13-01-2021;26-01-2021;255;457,8;2;3,6;5;9
405;Hoorn;73261;13-01-2021;26-01-2021;640;873,6;2;2,7;6;8,2
1507;Horst aan de Maas;42429;13-01-2021;26-01-2021;309;728,3;0;0;3;7,1
321;Houten;50146;13-01-2021;26-01-2021;127;253,3;1;2;0;0
406;Huizen;41273;13-01-2021;26-01-2021;176;426,4;4;9,7;1;2,4
677;Hulst;27556;13-01-2021;26-01-2021;135;489,9;0;0;0;0
353;IJsselstein;34109;13-01-2021;26-01-2021;105;307,8;1;2,9;1;2,9
1884;Kaag en Braassem;27297;13-01-2021;26-01-2021;87;318,7;0;0;4;14,7
166;Kampen;54319;13-01-2021;26-01-2021;157;289;1;1,8;0;0
678;Kapelle;12695;13-01-2021;26-01-2021;57;449;0;0;1;7,9
537;Katwijk;65753;13-01-2021;26-01-2021;396;602,3;3;4,6;1;1,5
928;Kerkrade;45749;13-01-2021;26-01-2021;361;789,1;6;13,1;20;43,7
1598;Koggenland;22749;13-01-2021;26-01-2021;205;901,1;0;0;2;8,8
542;Krimpen aan den IJssel;29526;13-01-2021;26-01-2021;167;565,6;5;16,9;7;23,7
1931;Krimpenerwaard;56319;13-01-2021;26-01-2021;313;555,8;7;12,4;3;5,3
1659;Laarbeek;22523;13-01-2021;26-01-2021;166;737;2;8,9;1;4,4
1685;Landerd;15730;13-01-2021;26-01-2021;97;616,7;0;0;0;0
882;Landgraaf;37445;13-01-2021;26-01-2021;270;721,1;6;16;6;16
415;Landsmeer;11491;13-01-2021;26-01-2021;42;365,5;0;0;0;0
416;Langedijk;28163;13-01-2021;26-01-2021;97;344,4;0;0;0;0
1621;Lansingerland;62384;13-01-2021;26-01-2021;279;447,2;1;1,6;3;4,8
417;Laren;11280;13-01-2021;26-01-2021;35;310,3;0;0;0;0
80;Leeuwarden;124084;13-01-2021;26-01-2021;373;300,6;4;3,2;5;4
546;Leiden;125099;13-01-2021;26-01-2021;333;266,2;4;3,2;1;0,8
547;Leiderdorp;27056;13-01-2021;26-01-2021;73;269,8;0;0;2;7,4
1916;Leidschendam-Voorburg;76534;13-01-2021;26-01-2021;248;324;8;10,5;5;6,5
995;Lelystad;78598;13-01-2021;26-01-2021;226;287,5;1;1,3;3;3,8
1640;Leudal;35879;13-01-2021;26-01-2021;211;588,1;0;0;1;2,8
327;Leusden;30401;13-01-2021;26-01-2021;107;352;3;9,9;0;0
1705;Lingewaard;46601;13-01-2021;26-01-2021;155;332,6;1;2,1;1;2,1
553;Lisse;22955;13-01-2021;26-01-2021;66;287,5;0;0;3;13,1
262;Lochem;33729;13-01-2021;26-01-2021;57;169;2;5,9;1;3
809;Loon op Zand;23408;13-01-2021;26-01-2021;100;427,2;1;4,3;3;12,8
331;Lopik;14467;13-01-2021;26-01-2021;82;566,8;1;6,9;0;0
168;Losser;22683;13-01-2021;26-01-2021;194;855,3;3;13,2;3;13,2
263;Maasdriel;25030;13-01-2021;26-01-2021;163;651,2;1;4;3;12
1641;Maasgouw;23965;13-01-2021;26-01-2021;171;713,5;1;4,2;2;8,3
556;Maassluis;33213;13-01-2021;26-01-2021;57;171,6;5;15,1;1;3
935;Maastricht;121575;13-01-2021;26-01-2021;427;351,2;8;6,6;5;4,1
420;Medemblik;45101;13-01-2021;26-01-2021;470;1042,1;3;6,7;2;4,4
938;Meerssen;18828;13-01-2021;26-01-2021;68;361,2;0;0;0;0
1948;Meierijstad;81194;13-01-2021;26-01-2021;267;328,8;1;1,2;7;8,6
119;Meppel;33920;13-01-2021;26-01-2021;168;495,3;1;2,9;5;14,7
687;Middelburg;48822;13-01-2021;26-01-2021;225;460,9;4;8,2;0;0
1842;Midden-Delfland;19341;13-01-2021;26-01-2021;73;377,4;0;0;0;0
1731;Midden-Drenthe;33185;13-01-2021;26-01-2021;80;241,1;4;12,1;9;27,1
1952;Midden-Groningen;60797;13-01-2021;26-01-2021;213;350,3;1;1,6;0;0
815;Mill en Sint Hubert;10939;13-01-2021;26-01-2021;55;502,8;0;0;1;9,1
1709;Moerdijk;37129;13-01-2021;26-01-2021;116;312,4;0;0;0;0
1978;Molenlanden;43909;13-01-2021;26-01-2021;277;630,9;1;2,3;2;4,6
1955;Montferland;36011;13-01-2021;26-01-2021;142;394,3;0;0;3;8,3
335;Montfoort;13917;13-01-2021;26-01-2021;47;337,7;0;0;0;0
944;Mook en Middelaar;7847;13-01-2021;26-01-2021;22;280,4;0;0;1;12,7
1740;Neder-Betuwe;24339;13-01-2021;26-01-2021;97;398,5;2;8,2;0;0
946;Nederweert;17019;13-01-2021;26-01-2021;133;781,5;0;0;1;5,9
356;Nieuwegein;63462;13-01-2021;26-01-2021;226;356,1;2;3,2;2;3,2
569;Nieuwkoop;28811;13-01-2021;26-01-2021;89;308,9;2;6,9;2;6,9
267;Nijkerk;43171;13-01-2021;26-01-2021;344;796,8;3;6,9;8;18,5
268;Nijmegen;177659;13-01-2021;26-01-2021;508;285,9;5;2,8;8;4,5
1930;Nissewaard;85219;13-01-2021;26-01-2021;271;318;1;1,2;10;11,7
1970;Noardeast-Fryslân;45228;13-01-2021;26-01-2021;202;446,6;4;8,8;3;6,6
1695;Noord-Beveland;7392;13-01-2021;26-01-2021;51;689,9;1;13,5;0;0
1699;Noordenveld;31253;13-01-2021;26-01-2021;137;438,4;2;6,4;1;3,2
171;Noordoostpolder;47291;13-01-2021;26-01-2021;144;304,5;1;2,1;0;0
575;Noordwijk;43508;13-01-2021;26-01-2021;119;273,5;4;9,2;2;4,6
820;Nuenen, Gerwen en Nederwetten;23383;13-01-2021;26-01-2021;120;513,2;0;0;2;8,6
302;Nunspeet;27851;13-01-2021;26-01-2021;83;298;3;10,8;3;10,8
579;Oegstgeest;24840;13-01-2021;26-01-2021;47;189,2;0;0;1;4
823;Oirschot;18714;13-01-2021;26-01-2021;83;443,5;0;0;3;16
824;Oisterwijk;32130;13-01-2021;26-01-2021;115;357,9;2;6,2;0;0
1895;Oldambt;38209;13-01-2021;26-01-2021;297;777,3;2;5,2;7;18,3
269;Oldebroek;23646;13-01-2021;26-01-2021;152;642,8;0;0;1;4,2
173;Oldenzaal;31836;13-01-2021;26-01-2021;170;534;1;3,1;1;3,1
1773;Olst-Wijhe;18252;13-01-2021;26-01-2021;81;443,8;0;0;1;5,5
175;Ommen;18009;13-01-2021;26-01-2021;106;588,6;0;0;1;5,6
1586;Oost Gelre;29627;13-01-2021;26-01-2021;166;560,3;0;0;3;10,1
826;Oosterhout;55982;13-01-2021;26-01-2021;145;259;1;1,8;0;0
85;Ooststellingwerf;25469;13-01-2021;26-01-2021;107;420,1;0;0;3;11,8
431;Oostzaan;9735;13-01-2021;26-01-2021;66;678;0;0;2;20,5
432;Opmeer;11836;13-01-2021;26-01-2021;117;988,5;0;0;0;0
86;Opsterland;29733;13-01-2021;26-01-2021;168;565;0;0;1;3,4
828;Oss;91915;13-01-2021;26-01-2021;623;677,8;1;1,1;5;5,4
1509;Oude IJsselstreek;39388;13-01-2021;26-01-2021;277;703,3;3;7,6;8;20,3
437;Ouder-Amstel;14026;13-01-2021;26-01-2021;27;192,5;0;0;0;0
589;Oudewater;10230;13-01-2021;26-01-2021;39;381,2;1;9,8;0;0
1734;Overbetuwe;47906;13-01-2021;26-01-2021;134;279,7;1;2,1;1;2,1
590;Papendrecht;32136;13-01-2021;26-01-2021;163;507,2;3;9,3;6;18,7
1894;Peel en Maas;43425;13-01-2021;26-01-2021;246;566,5;0;0;1;2,3
765;Pekela;12196;13-01-2021;26-01-2021;126;1033,1;0;0;1;8,2
1926;Pijnacker-Nootdorp;55308;13-01-2021;26-01-2021;161;291,1;1;1,8;1;1,8
439;Purmerend;81249;13-01-2021;26-01-2021;455;560;8;9,8;7;8,6
273;Putten;24112;13-01-2021;26-01-2021;141;584,8;0;0;0;0
177;Raalte;37712;13-01-2021;26-01-2021;225;596,6;1;2,7;3;8
703;Reimerswaal;22730;13-01-2021;26-01-2021;188;827,1;7;30,8;2;8,8
274;Renkum;31419;13-01-2021;26-01-2021;81;257,8;1;3,2;2;6,4
339;Renswoude;5444;13-01-2021;26-01-2021;20;367,4;0;0;0;0
1667;Reusel-De Mierden;13112;13-01-2021;26-01-2021;86;655,9;0;0;0;0
275;Rheden;43761;13-01-2021;26-01-2021;205;468,5;7;16;12;27,4
340;Rhenen;20119;13-01-2021;26-01-2021;102;507;2;9,9;3;14,9
597;Ridderkerk;46189;13-01-2021;26-01-2021;202;437,3;7;15,2;3;6,5
1742;Rijssen-Holten;38177;13-01-2021;26-01-2021;321;840,8;0;0;1;2,6
603;Rijswijk;54450;13-01-2021;26-01-2021;121;222,2;2;3,7;1;1,8
1669;Roerdalen;20574;13-01-2021;26-01-2021;106;515,2;1;4,9;4;19,4
957;Roermond;58260;13-01-2021;26-01-2021;380;652,2;1;1,7;4;6,9
1674;Roosendaal;77251;13-01-2021;26-01-2021;313;405,2;5;6,5;2;2,6
599;Rotterdam;651157;13-01-2021;26-01-2021;2161;331,9;62;9,5;32;4,9
