Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;30-12-2020;12-01-2021;2298;421;50;9,2;29;5,3
14;Groningen;232874;30-12-2020;12-01-2021;813;349,1;6;2,6;5;2,1
1729;Gulpen-Wittem;14171;30-12-2020;12-01-2021;89;628;2;14,1;2;14,1
158;Haaksbergen;24311;30-12-2020;12-01-2021;294;1209,3;4;16,5;5;20,6
392;Haarlem;162902;30-12-2020;12-01-2021;659;404,5;3;1,8;16;9,8
394;Haarlemmermeer;156002;30-12-2020;12-01-2021;648;415,4;7;4,5;5;3,2
1655;Halderberge;30284;30-12-2020;12-01-2021;152;501,9;0;0;0;0
160;Hardenberg;60948;30-12-2020;12-01-2021;815;1337,2;2;3,3;7;11,5
243;Harderwijk;48414;30-12-2020;12-01-2021;424;875,8;1;2,1;6;12,4
523;Hardinxveld-Giessendam;18295;30-12-2020;12-01-2021;226;1235,3;1;5,5;3;16,4
72;Harlingen;15722;30-12-2020;12-01-2021;45;286,2;0;0;0;0
244;Hattem;12209;30-12-2020;12-01-2021;79;647,1;0;0;0;0
396;Heemskerk;39182;30-12-2020;12-01-2021;218;556,4;0;0;0;0
397;Heemstede;27234;30-12-2020;12-01-2021;95;348,8;0;0;5;18,4
246;Heerde;18589;30-12-2020;12-01-2021;90;484,2;0;0;1;5,4
74;Heerenveen;50493;30-12-2020;12-01-2021;242;479,3;1;2;1;2
398;Heerhugowaard;57587;30-12-2020;12-01-2021;323;560,9;4;6,9;3;5,2
917;Heerlen;87086;30-12-2020;12-01-2021;585;671,7;19;21,8;21;24,1
1658;Heeze-Leende;16152;30-12-2020;12-01-2021;67;414,8;0;0;0;0
399;Heiloo;23968;30-12-2020;12-01-2021;121;504,8;2;8,3;1;4,2
163;Hellendoorn;35916;30-12-2020;12-01-2021;354;985,6;2;5,6;13;36,2
530;Hellevoetsluis;40142;30-12-2020;12-01-2021;249;620,3;3;7,5;13;32,4
794;Helmond;92423;30-12-2020;12-01-2021;505;546,4;6;6,5;4;4,3
531;Hendrik-Ido-Ambacht;31202;30-12-2020;12-01-2021;193;618,6;2;6,4;1;3,2
164;Hengelo (O.);81140;30-12-2020;12-01-2021;691;851,6;2;2,5;11;13,6
796;'s-Hertogenbosch;155111;30-12-2020;12-01-2021;887;571,8;3;1,9;5;3,2
1966;Het Hogeland;47801;30-12-2020;12-01-2021;308;644,3;0;0;2;4,2
252;Heumen;16454;30-12-2020;12-01-2021;78;474;0;0;1;6,1
797;Heusden;44692;30-12-2020;12-01-2021;265;592,9;0;0;2;4,5
534;Hillegom;22209;30-12-2020;12-01-2021;138;621,4;0;0;4;18
798;Hilvarenbeek;15518;30-12-2020;12-01-2021;126;812;0;0;2;12,9
402;Hilversum;90831;30-12-2020;12-01-2021;413;454,7;3;3,3;10;11
1963;Hoeksche Waard;87401;30-12-2020;12-01-2021;445;509,1;1;1,1;3;3,4
1735;Hof van Twente;35017;30-12-2020;12-01-2021;333;951;1;2,9;0;0
1911;Hollands Kroon;48432;30-12-2020;12-01-2021;460;949,8;0;0;5;10,3
118;Hoogeveen;55699;30-12-2020;12-01-2021;533;956,9;4;7,2;7;12,6
405;Hoorn;73261;30-12-2020;12-01-2021;658;898,2;2;2,7;10;13,6
1507;Horst aan de Maas;42429;30-12-2020;12-01-2021;445;1048,8;0;0;5;11,8
321;Houten;50146;30-12-2020;12-01-2021;206;410,8;3;6;2;4
406;Huizen;41273;30-12-2020;12-01-2021;264;639,6;2;4,8;19;46
677;Hulst;27556;30-12-2020;12-01-2021;117;424,6;3;10,9;0;0
353;IJsselstein;34109;30-12-2020;12-01-2021;135;395,8;3;8,8;1;2,9
1884;Kaag en Braassem;27297;30-12-2020;12-01-2021;159;582,5;1;3,7;1;3,7
166;Kampen;54319;30-12-2020;12-01-2021;209;384,8;0;0;0;0
678;Kapelle;12695;30-12-2020;12-01-2021;46;362,3;1;7,9;0;0
537;Katwijk;65753;30-12-2020;12-01-2021;622;946;8;12,2;5;7,6
928;Kerkrade;45749;30-12-2020;12-01-2021;425;929;8;17,5;10;21,9
1598;Koggenland;22749;30-12-2020;12-01-2021;191;839,6;1;4,4;2;8,8
542;Krimpen aan den IJssel;29526;30-12-2020;12-01-2021;238;806,1;3;10,2;6;20,3
1931;Krimpenerwaard;56319;30-12-2020;12-01-2021;427;758,2;9;16;1;1,8
1659;Laarbeek;22523;30-12-2020;12-01-2021;138;612,7;1;4,4;1;4,4
1685;Landerd;15730;30-12-2020;12-01-2021;147;934,5;2;12,7;0;0
882;Landgraaf;37445;30-12-2020;12-01-2021;400;1068,2;7;18,7;9;24
415;Landsmeer;11491;30-12-2020;12-01-2021;84;731;0;0;0;0
416;Langedijk;28163;30-12-2020;12-01-2021;173;614,3;0;0;0;0
1621;Lansingerland;62384;30-12-2020;12-01-2021;402;644,4;6;9,6;2;3,2
417;Laren;11280;30-12-2020;12-01-2021;62;549,6;1;8,9;9;79,8
80;Leeuwarden;124084;30-12-2020;12-01-2021;482;388,4;2;1,6;5;4
546;Leiden;125099;30-12-2020;12-01-2021;441;352,5;4;3,2;3;2,4
547;Leiderdorp;27056;30-12-2020;12-01-2021;104;384,4;1;3,7;1;3,7
1916;Leidschendam-Voorburg;76534;30-12-2020;12-01-2021;348;454,7;5;6,5;4;5,2
995;Lelystad;78598;30-12-2020;12-01-2021;329;418,6;5;6,4;5;6,4
1640;Leudal;35879;30-12-2020;12-01-2021;298;830,6;1;2,8;1;2,8
327;Leusden;30401;30-12-2020;12-01-2021;144;473,7;0;0;1;3,3
1705;Lingewaard;46601;30-12-2020;12-01-2021;267;572,9;0;0;3;6,4
