Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;29-04-2020;12-05-2020;183;33,5;20;3,7;37;6,8
14;Groningen;232874;29-04-2020;12-05-2020;9;3,9;0;0;0;0
1729;Gulpen-Wittem;14171;29-04-2020;12-05-2020;4;28,2;0;0;1;7,1
158;Haaksbergen;24311;29-04-2020;12-05-2020;3;12,3;0;0;2;8,2
392;Haarlem;162902;29-04-2020;12-05-2020;22;13,5;1;0,6;5;3,1
394;Haarlemmermeer;156002;29-04-2020;12-05-2020;56;35,9;4;2,6;6;3,8
1655;Halderberge;30284;29-04-2020;12-05-2020;2;6,6;0;0;0;0
160;Hardenberg;60948;29-04-2020;12-05-2020;9;14,8;0;0;0;0
243;Harderwijk;48414;29-04-2020;12-05-2020;20;41,3;2;4,1;3;6,2
523;Hardinxveld-Giessendam;18295;29-04-2020;12-05-2020;3;16,4;1;5,5;0;0
72;Harlingen;15722;29-04-2020;12-05-2020;1;6,4;0;0;0;0
244;Hattem;12209;29-04-2020;12-05-2020;0;0;0;0;0;0
396;Heemskerk;39182;29-04-2020;12-05-2020;4;10,2;1;2,6;1;2,6
397;Heemstede;27234;29-04-2020;12-05-2020;1;3,7;0;0;1;3,7
246;Heerde;18589;29-04-2020;12-05-2020;12;64,6;3;16,1;3;16,1
74;Heerenveen;50493;29-04-2020;12-05-2020;6;11,9;0;0;0;0
398;Heerhugowaard;57587;29-04-2020;12-05-2020;4;6,9;1;1,7;0;0
917;Heerlen;87086;29-04-2020;12-05-2020;34;39;3;3,4;4;4,6
1658;Heeze-Leende;16152;29-04-2020;12-05-2020;2;12,4;0;0;0;0
399;Heiloo;23968;29-04-2020;12-05-2020;3;12,5;0;0;1;4,2
163;Hellendoorn;35916;29-04-2020;12-05-2020;17;47,3;0;0;2;5,6
530;Hellevoetsluis;40142;29-04-2020;12-05-2020;5;12,5;0;0;0;0
794;Helmond;92423;29-04-2020;12-05-2020;41;44,4;6;6,5;4;4,3
531;Hendrik-Ido-Ambacht;31202;29-04-2020;12-05-2020;12;38,5;1;3,2;1;3,2
164;Hengelo (O.);81140;29-04-2020;12-05-2020;6;7,4;1;1,2;0;0
796;'s-Hertogenbosch;155111;29-04-2020;12-05-2020;35;22,6;0;0;6;3,9
1966;Het Hogeland;47801;29-04-2020;12-05-2020;2;4,2;0;0;1;2,1
252;Heumen;16454;29-04-2020;12-05-2020;4;24,3;0;0;1;6,1
797;Heusden;44692;29-04-2020;12-05-2020;7;15,7;1;2,2;3;6,7
534;Hillegom;22209;29-04-2020;12-05-2020;4;18;0;0;0;0
798;Hilvarenbeek;15518;29-04-2020;12-05-2020;4;25,8;0;0;1;6,4
402;Hilversum;90831;29-04-2020;12-05-2020;30;33;2;2,2;8;8,8
1963;Hoeksche Waard;87401;29-04-2020;12-05-2020;39;44,6;2;2,3;3;3,4
1735;Hof van Twente;35017;29-04-2020;12-05-2020;4;11,4;0;0;0;0
1911;Hollands Kroon;48432;29-04-2020;12-05-2020;3;6,2;0;0;0;0
118;Hoogeveen;55699;29-04-2020;12-05-2020;9;16,2;0;0;0;0
405;Hoorn;73261;29-04-2020;12-05-2020;1;1,4;0;0;0;0
1507;Horst aan de Maas;42429;29-04-2020;12-05-2020;5;11,8;0;0;1;2,4
