Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;28-10-2020;10-11-2020;3353;614,3;85;15,6;22;4
14;Groningen;232874;28-10-2020;10-11-2020;453;194,5;0;0;1;0,4
1729;Gulpen-Wittem;14171;28-10-2020;10-11-2020;46;324,6;1;7,1;1;7,1
158;Haaksbergen;24311;28-10-2020;10-11-2020;159;654;1;4,1;4;16,5
788;Haaren;14370;28-10-2020;10-11-2020;116;807,2;0;0;1;7
392;Haarlem;162902;28-10-2020;10-11-2020;651;399,6;8;4,9;8;4,9
394;Haarlemmermeer;156002;28-10-2020;10-11-2020;778;498,7;9;5,8;3;1,9
1655;Halderberge;30284;28-10-2020;10-11-2020;243;802,4;2;6,6;3;9,9
160;Hardenberg;60948;28-10-2020;10-11-2020;226;370,8;1;1,6;1;1,6
243;Harderwijk;48414;28-10-2020;10-11-2020;194;400,7;3;6,2;0;0
523;Hardinxveld-Giessendam;18295;28-10-2020;10-11-2020;184;1005,7;0;0;3;16,4
72;Harlingen;15722;28-10-2020;10-11-2020;19;120,8;1;6,4;1;6,4
244;Hattem;12209;28-10-2020;10-11-2020;40;327,6;0;0;0;0
396;Heemskerk;39182;28-10-2020;10-11-2020;234;597,2;1;2,6;6;15,3
397;Heemstede;27234;28-10-2020;10-11-2020;72;264,4;0;0;0;0
246;Heerde;18589;28-10-2020;10-11-2020;51;274,4;0;0;1;5,4
74;Heerenveen;50493;28-10-2020;10-11-2020;118;233,7;1;2;0;0
398;Heerhugowaard;57587;28-10-2020;10-11-2020;293;508,8;3;5,2;0;0
917;Heerlen;87086;28-10-2020;10-11-2020;338;388,1;1;1,1;2;2,3
1658;Heeze-Leende;16152;28-10-2020;10-11-2020;86;532,4;1;6,2;3;18,6
399;Heiloo;23968;28-10-2020;10-11-2020;87;363;0;0;1;4,2
163;Hellendoorn;35916;28-10-2020;10-11-2020;251;698,9;0;0;0;0
530;Hellevoetsluis;40142;28-10-2020;10-11-2020;215;535,6;3;7,5;2;5
794;Helmond;92423;28-10-2020;10-11-2020;732;792;6;6,5;7;7,6
531;Hendrik-Ido-Ambacht;31202;28-10-2020;10-11-2020;311;996,7;0;0;1;3,2
164;Hengelo;81140;28-10-2020;10-11-2020;491;605,1;2;2,5;2;2,5
796;'s-Hertogenbosch;155111;28-10-2020;10-11-2020;997;642,8;5;3,2;9;5,8
1966;Het Hogeland;47801;28-10-2020;10-11-2020;104;217,6;1;2,1;1;2,1
252;Heumen;16454;28-10-2020;10-11-2020;80;486,2;0;0;0;0
