Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;10-02-2021;23-02-2021;1365;250,1;37;6,8;18;3,3
14;Groningen;232874;10-02-2021;23-02-2021;604;259,4;2;0,9;1;0,4
1729;Gulpen-Wittem;14171;10-02-2021;23-02-2021;67;472,8;0;0;1;7,1
158;Haaksbergen;24311;10-02-2021;23-02-2021;33;135,7;2;8,2;0;0
392;Haarlem;162902;10-02-2021;23-02-2021;372;228,4;3;1,8;3;1,8
394;Haarlemmermeer;156002;10-02-2021;23-02-2021;393;251,9;0;0;3;1,9
1655;Halderberge;30284;10-02-2021;23-02-2021;79;260,9;3;9,9;2;6,6
160;Hardenberg;60948;10-02-2021;23-02-2021;187;306,8;1;1,6;1;1,6
243;Harderwijk;48414;10-02-2021;23-02-2021;129;266,5;5;10,3;3;6,2
523;Hardinxveld-Giessendam;18295;10-02-2021;23-02-2021;147;803,5;4;21,9;1;5,5
72;Harlingen;15722;10-02-2021;23-02-2021;58;368,9;1;6,4;1;6,4
244;Hattem;12209;10-02-2021;23-02-2021;24;196,6;0;0;1;8,2
396;Heemskerk;39182;10-02-2021;23-02-2021;290;740,1;1;2,6;3;7,7
397;Heemstede;27234;10-02-2021;23-02-2021;61;224;0;0;0;0
246;Heerde;18589;10-02-2021;23-02-2021;33;177,5;0;0;0;0
74;Heerenveen;50493;10-02-2021;23-02-2021;118;233,7;1;2;3;5,9
398;Heerhugowaard;57587;10-02-2021;23-02-2021;276;479,3;3;5,2;3;5,2
917;Heerlen;87086;10-02-2021;23-02-2021;268;307,7;4;4,6;2;2,3
1658;Heeze-Leende;16152;10-02-2021;23-02-2021;77;476,7;1;6,2;0;0
399;Heiloo;23968;10-02-2021;23-02-2021;51;212,8;0;0;0;0
163;Hellendoorn;35916;10-02-2021;23-02-2021;213;593,1;4;11,1;5;13,9
530;Hellevoetsluis;40142;10-02-2021;23-02-2021;119;296,4;1;2,5;1;2,5
794;Helmond;92423;10-02-2021;23-02-2021;644;696,8;7;7,6;7;7,6
531;Hendrik-Ido-Ambacht;31202;10-02-2021;23-02-2021;104;333,3;1;3,2;3;9,6
164;Hengelo (O.);81140;10-02-2021;23-02-2021;122;150,4;1;1,2;1;1,2
796;'s-Hertogenbosch;155111;10-02-2021;23-02-2021;526;339,1;4;2,6;5;3,2
1966;Het Hogeland;47801;10-02-2021;23-02-2021;144;301,2;0;0;0;0
252;Heumen;16454;10-02-2021;23-02-2021;32;194,5;0;0;0;0
797;Heusden;44692;10-02-2021;23-02-2021;195;436,3;0;0;1;2,2
534;Hillegom;22209;10-02-2021;23-02-2021;64;288,2;0;0;1;4,5
798;Hilvarenbeek;15518;10-02-2021;23-02-2021;85;547,8;1;6,4;0;0
402;Hilversum;90831;10-02-2021;23-02-2021;271;298,4;3;3,3;1;1,1
1963;Hoeksche Waard;87401;10-02-2021;23-02-2021;209;239,1;5;5,7;3;3,4
1735;Hof van Twente;35017;10-02-2021;23-02-2021;122;348,4;0;0;5;14,3
1911;Hollands Kroon;48432;10-02-2021;23-02-2021;309;638;2;4,1;8;16,5
118;Hoogeveen;55699;10-02-2021;23-02-2021;223;400,4;4;7,2;3;5,4
405;Hoorn;73261;10-02-2021;23-02-2021;743;1014,2;8;10,9;4;5,5
1507;Horst aan de Maas;42429;10-02-2021;23-02-2021;202;476,1;1;2,4;0;0
321;Houten;50146;10-02-2021;23-02-2021;110;219,4;5;10;0;0
406;Huizen;41273;10-02-2021;23-02-2021;167;404,6;0;0;1;2,4
677;Hulst;27556;10-02-2021;23-02-2021;48;174,2;0;0;1;3,6
353;IJsselstein;34109;10-02-2021;23-02-2021;110;322,5;0;0;5;14,7
1884;Kaag en Braassem;27297;10-02-2021;23-02-2021;88;322,4;2;7,3;0;0
166;Kampen;54319;10-02-2021;23-02-2021;91;167,5;0;0;0;0
678;Kapelle;12695;10-02-2021;23-02-2021;47;370,2;0;0;1;7,9
537;Katwijk;65753;10-02-2021;23-02-2021;365;555,1;5;7,6;3;4,6
928;Kerkrade;45749;10-02-2021;23-02-2021;185;404,4;1;2,2;9;19,7
1598;Koggenland;22749;10-02-2021;23-02-2021;211;927,5;0;0;1;4,4
542;Krimpen aan den IJssel;29526;10-02-2021;23-02-2021;129;436,9;3;10,2;2;6,8
1931;Krimpenerwaard;56319;10-02-2021;23-02-2021;217;385,3;4;7,1;2;3,6
1659;Laarbeek;22523;10-02-2021;23-02-2021;85;377,4;0;0;2;8,9
1685;Landerd;15730;10-02-2021;23-02-2021;25;158,9;0;0;1;6,4
882;Landgraaf;37445;10-02-2021;23-02-2021;207;552,8;2;5,3;8;21,4
415;Landsmeer;11491;10-02-2021;23-02-2021;110;957,3;1;8,7;0;0
416;Langedijk;28163;10-02-2021;23-02-2021;116;411,9;2;7,1;3;10,7
1621;Lansingerland;62384;10-02-2021;23-02-2021;165;264,5;3;4,8;0;0
417;Laren;11280;10-02-2021;23-02-2021;54;478,7;0;0;0;0
80;Leeuwarden;124084;10-02-2021;23-02-2021;488;393,3;10;8,1;16;12,9
546;Leiden;125099;10-02-2021;23-02-2021;249;199;1;0,8;7;5,6
547;Leiderdorp;27056;10-02-2021;23-02-2021;62;229,2;0;0;0;0
1916;Leidschendam-Voorburg;76534;10-02-2021;23-02-2021;156;203,8;9;11,8;5;6,5
995;Lelystad;78598;10-02-2021;23-02-2021;169;215;0;0;1;1,3
1640;Leudal;35879;10-02-2021;23-02-2021;193;537,9;0;0;1;2,8
327;Leusden;30401;10-02-2021;23-02-2021;97;319,1;3;9,9;2;6,6
1705;Lingewaard;46601;10-02-2021;23-02-2021;48;103;0;0;2;4,3
553;Lisse;22955;10-02-2021;23-02-2021;48;209,1;1;4,4;0;0
262;Lochem;33729;10-02-2021;23-02-2021;53;157,1;0;0;0;0
809;Loon op Zand;23408;10-02-2021;23-02-2021;92;393;1;4,3;2;8,5
331;Lopik;14467;10-02-2021;23-02-2021;100;691,2;1;6,9;0;0
168;Losser;22683;10-02-2021;23-02-2021;78;343,9;0;0;2;8,8
263;Maasdriel;25030;10-02-2021;23-02-2021;165;659,2;0;0;2;8
1641;Maasgouw;23965;10-02-2021;23-02-2021;150;625,9;2;8,3;8;33,4
556;Maassluis;33213;10-02-2021;23-02-2021;99;298,1;1;3;1;3
935;Maastricht;121575;10-02-2021;23-02-2021;286;235,2;3;2,5;3;2,5
420;Medemblik;45101;10-02-2021;23-02-2021;322;714;3;6,7;3;6,7
938;Meerssen;18828;10-02-2021;23-02-2021;51;270,9;2;10,6;0;0
1948;Meierijstad;81194;10-02-2021;23-02-2021;426;524,7;2;2,5;0;0
119;Meppel;33920;10-02-2021;23-02-2021;57;168;0;0;0;0
