Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;06-01-2021;19-01-2021;1868;342,2;52;9,5;29;5,3
14;Groningen;232874;06-01-2021;19-01-2021;666;286;2;0,9;3;1,3
1729;Gulpen-Wittem;14171;06-01-2021;19-01-2021;59;416,3;1;7,1;0;0
158;Haaksbergen;24311;06-01-2021;19-01-2021;232;954,3;3;12,3;2;8,2
392;Haarlem;162902;06-01-2021;19-01-2021;489;300,2;4;2,5;8;4,9
394;Haarlemmermeer;156002;06-01-2021;19-01-2021;493;316;7;4,5;4;2,6
1655;Halderberge;30284;06-01-2021;19-01-2021;118;389,6;1;3,3;3;9,9
160;Hardenberg;60948;06-01-2021;19-01-2021;665;1091,1;3;4,9;9;14,8
243;Harderwijk;48414;06-01-2021;19-01-2021;277;572,1;2;4,1;6;12,4
523;Hardinxveld-Giessendam;18295;06-01-2021;19-01-2021;196;1071,3;2;10,9;4;21,9
72;Harlingen;15722;06-01-2021;19-01-2021;32;203,5;0;0;0;0
244;Hattem;12209;06-01-2021;19-01-2021;33;270,3;0;0;0;0
396;Heemskerk;39182;06-01-2021;19-01-2021;176;449,2;1;2,6;0;0
397;Heemstede;27234;06-01-2021;19-01-2021;72;264,4;0;0;3;11
246;Heerde;18589;06-01-2021;19-01-2021;68;365,8;0;0;1;5,4
74;Heerenveen;50493;06-01-2021;19-01-2021;243;481,3;2;4;1;2
398;Heerhugowaard;57587;06-01-2021;19-01-2021;355;616,5;1;1,7;6;10,4
917;Heerlen;87086;06-01-2021;19-01-2021;549;630,4;13;14,9;13;14,9
1658;Heeze-Leende;16152;06-01-2021;19-01-2021;73;452;0;0;0;0
399;Heiloo;23968;06-01-2021;19-01-2021;94;392,2;1;4,2;1;4,2
163;Hellendoorn;35916;06-01-2021;19-01-2021;270;751,8;3;8,4;9;25,1
530;Hellevoetsluis;40142;06-01-2021;19-01-2021;176;438,4;5;12,5;12;29,9
794;Helmond;92423;06-01-2021;19-01-2021;542;586,4;6;6,5;4;4,3
531;Hendrik-Ido-Ambacht;31202;06-01-2021;19-01-2021;155;496,8;3;9,6;3;9,6
164;Hengelo (O.);81140;06-01-2021;19-01-2021;498;613,8;3;3,7;9;11,1
796;'s-Hertogenbosch;155111;06-01-2021;19-01-2021;720;464,2;2;1,3;3;1,9
1966;Het Hogeland;47801;06-01-2021;19-01-2021;212;443,5;2;4,2;1;2,1
252;Heumen;16454;06-01-2021;19-01-2021;72;437,6;0;0;1;6,1
797;Heusden;44692;06-01-2021;19-01-2021;226;505,7;0;0;1;2,2
534;Hillegom;22209;06-01-2021;19-01-2021;118;531,3;0;0;5;22,5
798;Hilvarenbeek;15518;06-01-2021;19-01-2021;77;496,2;0;0;0;0
402;Hilversum;90831;06-01-2021;19-01-2021;318;350,1;2;2,2;5;5,5
1963;Hoeksche Waard;87401;06-01-2021;19-01-2021;378;432,5;3;3,4;1;1,1
1735;Hof van Twente;35017;06-01-2021;19-01-2021;273;779,6;1;2,9;1;2,9
1911;Hollands Kroon;48432;06-01-2021;19-01-2021;349;720,6;1;2,1;7;14,5
118;Hoogeveen;55699;06-01-2021;19-01-2021;408;732,5;3;5,4;7;12,6
405;Hoorn;73261;06-01-2021;19-01-2021;619;844,9;4;5,5;6;8,2
1507;Horst aan de Maas;42429;06-01-2021;19-01-2021;447;1053,5;0;0;5;11,8
321;Houten;50146;06-01-2021;19-01-2021;177;353;1;2;1;2
406;Huizen;41273;06-01-2021;19-01-2021;212;513,7;1;2,4;9;21,8
677;Hulst;27556;06-01-2021;19-01-2021;118;428,2;2;7,3;0;0
353;IJsselstein;34109;06-01-2021;19-01-2021;117;343;2;5,9;1;2,9
1884;Kaag en Braassem;27297;06-01-2021;19-01-2021;113;414;0;0;5;18,3
166;Kampen;54319;06-01-2021;19-01-2021;188;346,1;1;1,8;0;0
678;Kapelle;12695;06-01-2021;19-01-2021;49;386;0;0;1;7,9
