Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;27-01-2021;09-02-2021;1209;221,5;41;7,5;26;4,8
14;Groningen;232874;27-01-2021;09-02-2021;379;162,7;2;0,9;3;1,3
1729;Gulpen-Wittem;14171;27-01-2021;09-02-2021;65;458,7;0;0;0;0
158;Haaksbergen;24311;27-01-2021;09-02-2021;55;226,2;1;4,1;2;8,2
392;Haarlem;162902;27-01-2021;09-02-2021;344;211,2;4;2,5;3;1,8
394;Haarlemmermeer;156002;27-01-2021;09-02-2021;339;217,3;4;2,6;3;1,9
1655;Halderberge;30284;27-01-2021;09-02-2021;137;452,4;2;6,6;2;6,6
160;Hardenberg;60948;27-01-2021;09-02-2021;211;346,2;0;0;1;1,6
243;Harderwijk;48414;27-01-2021;09-02-2021;134;276,8;0;0;2;4,1
523;Hardinxveld-Giessendam;18295;27-01-2021;09-02-2021;85;464,6;0;0;2;10,9
72;Harlingen;15722;27-01-2021;09-02-2021;22;139,9;0;0;0;0
244;Hattem;12209;27-01-2021;09-02-2021;17;139,2;0;0;1;8,2
396;Heemskerk;39182;27-01-2021;09-02-2021;139;354,8;1;2,6;0;0
397;Heemstede;27234;27-01-2021;09-02-2021;39;143,2;1;3,7;2;7,3
246;Heerde;18589;27-01-2021;09-02-2021;36;193,7;0;0;0;0
74;Heerenveen;50493;27-01-2021;09-02-2021;99;196,1;1;2;4;7,9
398;Heerhugowaard;57587;27-01-2021;09-02-2021;209;362,9;3;5,2;5;8,7
917;Heerlen;87086;27-01-2021;09-02-2021;312;358,3;5;5,7;9;10,3
1658;Heeze-Leende;16152;27-01-2021;09-02-2021;64;396,2;0;0;0;0
399;Heiloo;23968;27-01-2021;09-02-2021;38;158,5;2;8,3;1;4,2
163;Hellendoorn;35916;27-01-2021;09-02-2021;202;562,4;3;8,4;2;5,6
530;Hellevoetsluis;40142;27-01-2021;09-02-2021;53;132;1;2,5;2;5
794;Helmond;92423;27-01-2021;09-02-2021;466;504,2;2;2,2;6;6,5
531;Hendrik-Ido-Ambacht;31202;27-01-2021;09-02-2021;89;285,2;1;3,2;0;0
164;Hengelo (O.);81140;27-01-2021;09-02-2021;202;249;1;1,2;6;7,4
796;'s-Hertogenbosch;155111;27-01-2021;09-02-2021;555;357,8;3;1,9;9;5,8
1966;Het Hogeland;47801;27-01-2021;09-02-2021;114;238,5;0;0;1;2,1
252;Heumen;16454;27-01-2021;09-02-2021;44;267,4;0;0;0;0
797;Heusden;44692;27-01-2021;09-02-2021;196;438,6;1;2,2;0;0
534;Hillegom;22209;27-01-2021;09-02-2021;53;238,6;2;9;3;13,5
798;Hilvarenbeek;15518;27-01-2021;09-02-2021;44;283,5;0;0;0;0
402;Hilversum;90831;27-01-2021;09-02-2021;270;297,3;2;2,2;0;0
1963;Hoeksche Waard;87401;27-01-2021;09-02-2021;224;256,3;5;5,7;4;4,6
1735;Hof van Twente;35017;27-01-2021;09-02-2021;105;299,9;0;0;3;8,6
1911;Hollands Kroon;48432;27-01-2021;09-02-2021;193;398,5;1;2,1;5;10,3
