Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;11-03-2020;24-03-2020;78;14,3;44;8,1;0;0
14;Groningen;232874;11-03-2020;24-03-2020;71;30,5;6;2,6;0;0
1729;Gulpen-Wittem;14171;11-03-2020;24-03-2020;5;35,3;3;21,2;0;0
158;Haaksbergen;24311;11-03-2020;24-03-2020;3;12,3;1;4,1;0;0
788;Haaren;14370;11-03-2020;24-03-2020;8;55,7;5;34,8;3;20,9
392;Haarlem;162902;11-03-2020;24-03-2020;46;28,2;14;8,6;2;1,2
394;Haarlemmermeer;156002;11-03-2020;24-03-2020;28;17,9;17;10,9;3;1,9
1655;Halderberge;30284;11-03-2020;24-03-2020;8;26,4;7;23,1;1;3,3
160;Hardenberg;60948;11-03-2020;24-03-2020;7;11,5;5;8,2;0;0
243;Harderwijk;48414;11-03-2020;24-03-2020;13;26,9;5;10,3;2;4,1
523;Hardinxveld-Giessendam;18295;11-03-2020;24-03-2020;1;5,5;0;0;0;0
72;Harlingen;15722;11-03-2020;24-03-2020;3;19,1;1;6,4;0;0
244;Hattem;12209;11-03-2020;24-03-2020;5;41;4;32,8;0;0
396;Heemskerk;39182;11-03-2020;24-03-2020;10;25,5;7;17,9;0;0
397;Heemstede;27234;11-03-2020;24-03-2020;17;62,4;5;18,4;0;0
246;Heerde;18589;11-03-2020;24-03-2020;21;113;21;113;2;10,8
74;Heerenveen;50493;11-03-2020;24-03-2020;3;5,9;3;5,9;0;0
398;Heerhugowaard;57587;11-03-2020;24-03-2020;15;26;12;20,8;2;3,5
917;Heerlen;87086;11-03-2020;24-03-2020;47;54;37;42,5;11;12,6
1658;Heeze-Leende;16152;11-03-2020;24-03-2020;10;61,9;4;24,8;0;0
399;Heiloo;23968;11-03-2020;24-03-2020;9;37,6;2;8,3;2;8,3
163;Hellendoorn;35916;11-03-2020;24-03-2020;5;13,9;1;2,8;0;0
530;Hellevoetsluis;40142;11-03-2020;24-03-2020;4;10;3;7,5;0;0
794;Helmond;92423;11-03-2020;24-03-2020;54;58,4;26;28,1;6;6,5
531;Hendrik-Ido-Ambacht;31202;11-03-2020;24-03-2020;3;9,6;4;12,8;0;0
164;Hengelo;81140;11-03-2020;24-03-2020;17;21;3;3,7;1;1,2
796;'s-Hertogenbosch;155111;11-03-2020;24-03-2020;88;56,7;45;29;8;5,2
1966;Het Hogeland;47801;11-03-2020;24-03-2020;4;8,4;3;6,3;0;0
252;Heumen;16454;11-03-2020;24-03-2020;14;85,1;3;18,2;1;6,1
797;Heusden;44692;11-03-2020;24-03-2020;28;62,7;14;31,3;3;6,7
534;Hillegom;22209;11-03-2020;24-03-2020;4;18;1;4,5;0;0
798;Hilvarenbeek;15518;11-03-2020;24-03-2020;9;58;4;25,8;2;12,9
402;Hilversum;90831;11-03-2020;24-03-2020;20;22;6;6,6;1;1,1
1963;Hoeksche Waard;87401;11-03-2020;24-03-2020;36;41,2;28;32;2;2,3
1735;Hof van Twente;35017;11-03-2020;24-03-2020;6;17,1;2;5,7;0;0
1911;Hollands Kroon;48432;11-03-2020;24-03-2020;9;18,6;10;20,6;1;2,1
118;Hoogeveen;55699;11-03-2020;24-03-2020;8;14,4;3;5,4;0;0
405;Hoorn;73261;11-03-2020;24-03-2020;16;21,8;11;15;1;1,4
1507;Horst aan de Maas;42429;11-03-2020;24-03-2020;21;49,5;14;33;4;9,4
321;Houten;50146;11-03-2020;24-03-2020;22;43,9;6;12;0;0
406;Huizen;41273;11-03-2020;24-03-2020;8;19,4;5;12,1;0;0
677;Hulst;27556;11-03-2020;24-03-2020;0;0;2;7,3;0;0
353;IJsselstein;34109;11-03-2020;24-03-2020;16;46,9;15;44;2;5,9
1884;Kaag en Braassem;27297;11-03-2020;24-03-2020;5;18,3;3;11;0;0
166;Kampen;54319;11-03-2020;24-03-2020;31;57,1;18;33,1;0;0
678;Kapelle;12695;11-03-2020;24-03-2020;2;15,8;1;7,9;0;0
537;Katwijk;65753;11-03-2020;24-03-2020;6;9,1;3;4,6;0;0
928;Kerkrade;45749;11-03-2020;24-03-2020;18;39,3;14;30,6;2;4,4
1598;Koggenland;22749;11-03-2020;24-03-2020;4;17,6;2;8,8;0;0
542;Krimpen aan den IJssel;29526;11-03-2020;24-03-2020;6;20,3;1;3,4;0;0
1931;Krimpenerwaard;56319;11-03-2020;24-03-2020;13;23,1;9;16;1;1,8
1659;Laarbeek;22523;11-03-2020;24-03-2020;26;115,4;17;75,5;4;17,8
1685;Landerd;15730;11-03-2020;24-03-2020;36;228,9;12;76,3;5;31,8
882;Landgraaf;37445;11-03-2020;24-03-2020;21;56,1;11;29,4;2;5,3
415;Landsmeer;11491;11-03-2020;24-03-2020;6;52,2;3;26,1;0;0
416;Langedijk;28163;11-03-2020;24-03-2020;11;39,1;6;21,3;0;0
1621;Lansingerland;62384;11-03-2020;24-03-2020;21;33,7;11;17,6;0;0
417;Laren;11280;11-03-2020;24-03-2020;3;26,6;4;35,5;0;0
80;Leeuwarden;124084;11-03-2020;24-03-2020;12;9,7;11;8,9;1;0,8
546;Leiden;125099;11-03-2020;24-03-2020;20;16;11;8,8;0;0
547;Leiderdorp;27056;11-03-2020;24-03-2020;3;11,1;3;11,1;0;0
1916;Leidschendam-Voorburg;76534;11-03-2020;24-03-2020;12;15,7;5;6,5;0;0
995;Lelystad;78598;11-03-2020;24-03-2020;24;30,5;17;21,6;2;2,5
1640;Leudal;35879;11-03-2020;24-03-2020;29;80,8;18;50,2;2;5,6
327;Leusden;30401;11-03-2020;24-03-2020;13;42,8;3;9,9;2;6,6
1705;Lingewaard;46601;11-03-2020;24-03-2020;12;25,8;8;17,2;0;0
553;Lisse;22955;11-03-2020;24-03-2020;2;8,7;2;8,7;0;0
262;Lochem;33729;11-03-2020;24-03-2020;6;17,8;5;14,8;0;0
809;Loon op Zand;23408;11-03-2020;24-03-2020;17;72,6;11;47;2;8,5
331;Lopik;14467;11-03-2020;24-03-2020;9;62,2;7;48,4;0;0
24;Loppersum;9537;11-03-2020;24-03-2020;1;10,5;0;0;0;0
168;Losser;22683;11-03-2020;24-03-2020;1;4,4;0;0;0;0
263;Maasdriel;25030;11-03-2020;24-03-2020;5;20;5;20;1;4
1641;Maasgouw;23965;11-03-2020;24-03-2020;11;45,9;7;29,2;3;12,5
556;Maassluis;33213;11-03-2020;24-03-2020;7;21,1;5;15,1;0;0
935;Maastricht;121575;11-03-2020;24-03-2020;100;82,3;42;34,5;8;6,6
420;Medemblik;45101;11-03-2020;24-03-2020;4;8,9;1;2,2;0;0
938;Meerssen;18828;11-03-2020;24-03-2020;9;47,8;4;21,2;2;10,6
1948;Meierijstad;81194;11-03-2020;24-03-2020;171;210,6;89;109,6;41;50,5
119;Meppel;33920;11-03-2020;24-03-2020;3;8,8;1;2,9;1;2,9
687;Middelburg;48822;11-03-2020;24-03-2020;7;14,3;7;14,3;2;4,1
1842;Midden-Delfland;19341;11-03-2020;24-03-2020;2;10,3;0;0;0;0
