Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;24-02-2021;09-03-2021;1573;288,2;45;8,2;10;1,8
14;Groningen;232874;24-02-2021;09-03-2021;723;310,5;5;2,1;2;0,9
1729;Gulpen-Wittem;14171;24-02-2021;09-03-2021;24;169,4;0;0;0;0
158;Haaksbergen;24311;24-02-2021;09-03-2021;47;193,3;0;0;0;0
392;Haarlem;162902;24-02-2021;09-03-2021;564;346,2;3;1,8;1;0,6
394;Haarlemmermeer;156002;24-02-2021;09-03-2021;536;343,6;4;2,6;1;0,6
1655;Halderberge;30284;24-02-2021;09-03-2021;123;406,2;0;0;0;0
160;Hardenberg;60948;24-02-2021;09-03-2021;265;434,8;3;4,9;0;0
243;Harderwijk;48414;24-02-2021;09-03-2021;178;367,7;1;2,1;2;4,1
523;Hardinxveld-Giessendam;18295;24-02-2021;09-03-2021;159;869,1;0;0;6;32,8
72;Harlingen;15722;24-02-2021;09-03-2021;73;464,3;1;6,4;0;0
244;Hattem;12209;24-02-2021;09-03-2021;38;311,2;0;0;0;0
396;Heemskerk;39182;24-02-2021;09-03-2021;295;752,9;5;12,8;1;2,6
397;Heemstede;27234;24-02-2021;09-03-2021;45;165,2;1;3,7;0;0
246;Heerde;18589;24-02-2021;09-03-2021;35;188,3;0;0;0;0
74;Heerenveen;50493;24-02-2021;09-03-2021;177;350,5;3;5,9;2;4
398;Heerhugowaard;57587;24-02-2021;09-03-2021;361;626,9;2;3,5;3;5,2
917;Heerlen;87086;24-02-2021;09-03-2021;205;235,4;4;4,6;2;2,3
1658;Heeze-Leende;16152;24-02-2021;09-03-2021;75;464,3;0;0;0;0
399;Heiloo;23968;24-02-2021;09-03-2021;102;425,6;1;4,2;1;4,2
163;Hellendoorn;35916;24-02-2021;09-03-2021;186;517,9;2;5,6;0;0
530;Hellevoetsluis;40142;24-02-2021;09-03-2021;95;236,7;1;2,5;3;7,5
794;Helmond;92423;24-02-2021;09-03-2021;495;535,6;5;5,4;2;2,2
531;Hendrik-Ido-Ambacht;31202;24-02-2021;09-03-2021;117;375;0;0;1;3,2
164;Hengelo (O.);81140;24-02-2021;09-03-2021;143;176,2;1;1,2;0;0
796;'s-Hertogenbosch;155111;24-02-2021;09-03-2021;707;455,8;1;0,6;5;3,2
1966;Het Hogeland;47801;24-02-2021;09-03-2021;129;269,9;2;4,2;0;0
252;Heumen;16454;24-02-2021;09-03-2021;36;218,8;0;0;1;6,1
797;Heusden;44692;24-02-2021;09-03-2021;176;393,8;0;0;1;2,2
534;Hillegom;22209;24-02-2021;09-03-2021;62;279,2;0;0;0;0
798;Hilvarenbeek;15518;24-02-2021;09-03-2021;74;476,9;0;0;0;0
402;Hilversum;90831;24-02-2021;09-03-2021;225;247,7;3;3,3;3;3,3
1963;Hoeksche Waard;87401;24-02-2021;09-03-2021;343;392,4;6;6,9;2;2,3
1735;Hof van Twente;35017;24-02-2021;09-03-2021;96;274,2;0;0;0;0
1911;Hollands Kroon;48432;24-02-2021;09-03-2021;316;652,5;3;6,2;2;4,1
118;Hoogeveen;55699;24-02-2021;09-03-2021;134;240,6;1;1,8;1;1,8
405;Hoorn;73261;24-02-2021;09-03-2021;862;1176,6;7;9,6;3;4,1
1507;Horst aan de Maas;42429;24-02-2021;09-03-2021;276;650,5;1;2,4;1;2,4
321;Houten;50146;24-02-2021;09-03-2021;121;241,3;2;4;0;0
406;Huizen;41273;24-02-2021;09-03-2021;157;380,4;1;2,4;0;0
677;Hulst;27556;24-02-2021;09-03-2021;50;181,4;1;3,6;0;0
353;IJsselstein;34109;24-02-2021;09-03-2021;178;521,9;5;14,7;0;0
1884;Kaag en Braassem;27297;24-02-2021;09-03-2021;119;435,9;1;3,7;0;0
166;Kampen;54319;24-02-2021;09-03-2021;123;226,4;2;3,7;0;0
678;Kapelle;12695;24-02-2021;09-03-2021;40;315,1;0;0;0;0
537;Katwijk;65753;24-02-2021;09-03-2021;264;401,5;4;6,1;4;6,1
928;Kerkrade;45749;24-02-2021;09-03-2021;90;196,7;0;0;2;4,4
1598;Koggenland;22749;24-02-2021;09-03-2021;180;791,2;2;8,8;0;0
542;Krimpen aan den IJssel;29526;24-02-2021;09-03-2021;136;460,6;2;6,8;1;3,4
1931;Krimpenerwaard;56319;24-02-2021;09-03-2021;365;648,1;3;5,3;1;1,8
1659;Laarbeek;22523;24-02-2021;09-03-2021;73;324,1;1;4,4;1;4,4
1685;Landerd;15730;24-02-2021;09-03-2021;82;521,3;0;0;0;0
882;Landgraaf;37445;24-02-2021;09-03-2021;110;293,8;3;8;3;8
415;Landsmeer;11491;24-02-2021;09-03-2021;59;513,4;0;0;0;0
416;Langedijk;28163;24-02-2021;09-03-2021;159;564,6;2;7,1;1;3,6
1621;Lansingerland;62384;24-02-2021;09-03-2021;182;291,7;3;4,8;2;3,2
417;Laren;11280;24-02-2021;09-03-2021;48;425,5;1;8,9;1;8,9
80;Leeuwarden;124084;24-02-2021;09-03-2021;474;382;0;0;3;2,4
546;Leiden;125099;24-02-2021;09-03-2021;344;275;6;4,8;1;0,8
547;Leiderdorp;27056;24-02-2021;09-03-2021;31;114,6;0;0;0;0
1916;Leidschendam-Voorburg;76534;24-02-2021;09-03-2021;144;188,2;4;5,2;1;1,3
995;Lelystad;78598;24-02-2021;09-03-2021;217;276,1;6;7,6;0;0
1640;Leudal;35879;24-02-2021;09-03-2021;150;418,1;3;8,4;2;5,6
327;Leusden;30401;24-02-2021;09-03-2021;80;263,1;2;6,6;1;3,3
1705;Lingewaard;46601;24-02-2021;09-03-2021;74;158,8;0;0;0;0
553;Lisse;22955;24-02-2021;09-03-2021;81;352,9;0;0;0;0
262;Lochem;33729;24-02-2021;09-03-2021;51;151,2;1;3;1;3
809;Loon op Zand;23408;24-02-2021;09-03-2021;89;380,2;0;0;0;0
331;Lopik;14467;24-02-2021;09-03-2021;120;829,5;0;0;1;6,9
168;Losser;22683;24-02-2021;09-03-2021;26;114,6;1;4,4;0;0
263;Maasdriel;25030;24-02-2021;09-03-2021;214;855;1;4;2;8
1641;Maasgouw;23965;24-02-2021;09-03-2021;114;475,7;3;12,5;6;25
556;Maassluis;33213;24-02-2021;09-03-2021;106;319,2;1;3;2;6
935;Maastricht;121575;24-02-2021;09-03-2021;288;236,9;2;1,6;5;4,1
420;Medemblik;45101;24-02-2021;09-03-2021;409;906,9;7;15,5;2;4,4
938;Meerssen;18828;24-02-2021;09-03-2021;43;228,4;0;0;0;0
1948;Meierijstad;81194;24-02-2021;09-03-2021;484;596,1;1;1,2;1;1,2
119;Meppel;33920;24-02-2021;09-03-2021;64;188,7;1;2,9;0;0
687;Middelburg;48822;24-02-2021;09-03-2021;242;495,7;3;6,1;1;2
1842;Midden-Delfland;19341;24-02-2021;09-03-2021;56;289,5;0;0;0;0
1731;Midden-Drenthe;33185;24-02-2021;09-03-2021;116;349,6;3;9;4;12,1
1952;Midden-Groningen;60797;24-02-2021;09-03-2021;225;370,1;3;4,9;2;3,3
815;Mill en Sint Hubert;10939;24-02-2021;09-03-2021;44;402,2;0;0;0;0
1709;Moerdijk;37129;24-02-2021;09-03-2021;109;293,6;1;2,7;1;2,7
1978;Molenlanden;43909;24-02-2021;09-03-2021;251;571,6;3;6,8;0;0
1955;Montferland;36011;24-02-2021;09-03-2021;144;399,9;1;2,8;2;5,6
335;Montfoort;13917;24-02-2021;09-03-2021;109;783,2;3;21,6;1;7,2
944;Mook en Middelaar;7847;24-02-2021;09-03-2021;3;38,2;0;0;0;0
1740;Neder-Betuwe;24339;24-02-2021;09-03-2021;116;476,6;2;8,2;0;0
