Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;16-12-2020;29-12-2020;3251;595,6;65;11,9;28;5,1
14;Groningen;232874;16-12-2020;29-12-2020;1004;431,1;9;3,9;6;2,6
1729;Gulpen-Wittem;14171;16-12-2020;29-12-2020;127;896,2;1;7,1;0;0
158;Haaksbergen;24311;16-12-2020;29-12-2020;381;1567,2;1;4,1;2;8,2
392;Haarlem;162902;16-12-2020;29-12-2020;1225;752;9;5,5;6;3,7
394;Haarlemmermeer;156002;16-12-2020;29-12-2020;1235;791,7;9;5,8;19;12,2
1655;Halderberge;30284;16-12-2020;29-12-2020;205;676,9;3;9,9;0;0
160;Hardenberg;60948;16-12-2020;29-12-2020;766;1256,8;5;8,2;3;4,9
243;Harderwijk;48414;16-12-2020;29-12-2020;549;1134;4;8,3;3;6,2
523;Hardinxveld-Giessendam;18295;16-12-2020;29-12-2020;255;1393,8;0;0;0;0
72;Harlingen;15722;16-12-2020;29-12-2020;41;260,8;0;0;0;0
244;Hattem;12209;16-12-2020;29-12-2020;96;786,3;0;0;0;0
396;Heemskerk;39182;16-12-2020;29-12-2020;299;763,1;3;7,7;0;0
397;Heemstede;27234;16-12-2020;29-12-2020;175;642,6;0;0;1;3,7
246;Heerde;18589;16-12-2020;29-12-2020;124;667,1;0;0;0;0
74;Heerenveen;50493;16-12-2020;29-12-2020;199;394,1;2;4;0;0
398;Heerhugowaard;57587;16-12-2020;29-12-2020;496;861,3;1;1,7;4;6,9
917;Heerlen;87086;16-12-2020;29-12-2020;741;850,9;8;9,2;9;10,3
1658;Heeze-Leende;16152;16-12-2020;29-12-2020;146;903,9;0;0;0;0
399;Heiloo;23968;16-12-2020;29-12-2020;197;821,9;0;0;0;0
163;Hellendoorn;35916;16-12-2020;29-12-2020;580;1614,9;0;0;4;11,1
530;Hellevoetsluis;40142;16-12-2020;29-12-2020;225;560,5;3;7,5;6;14,9
794;Helmond;92423;16-12-2020;29-12-2020;671;726;2;2,2;1;1,1
531;Hendrik-Ido-Ambacht;31202;16-12-2020;29-12-2020;242;775,6;0;0;4;12,8
164;Hengelo (O.);81140;16-12-2020;29-12-2020;909;1120,3;1;1,2;7;8,6
796;'s-Hertogenbosch;155111;16-12-2020;29-12-2020;1290;831,7;6;3,9;9;5,8
1966;Het Hogeland;47801;16-12-2020;29-12-2020;401;838,9;2;4,2;8;16,7
252;Heumen;16454;16-12-2020;29-12-2020;146;887,3;3;18,2;1;6,1
797;Heusden;44692;16-12-2020;29-12-2020;373;834,6;2;4,5;2;4,5
534;Hillegom;22209;16-12-2020;29-12-2020;169;761;1;4,5;1;4,5
798;Hilvarenbeek;15518;16-12-2020;29-12-2020;190;1224,4;0;0;2;12,9
402;Hilversum;90831;16-12-2020;29-12-2020;602;662,8;2;2,2;11;12,1
1963;Hoeksche Waard;87401;16-12-2020;29-12-2020;579;662,5;2;2,3;3;3,4
1735;Hof van Twente;35017;16-12-2020;29-12-2020;388;1108;3;8,6;4;11,4
1911;Hollands Kroon;48432;16-12-2020;29-12-2020;509;1051;2;4,1;1;2,1
118;Hoogeveen;55699;16-12-2020;29-12-2020;707;1269,3;4;7,2;5;9
405;Hoorn;73261;16-12-2020;29-12-2020;771;1052,4;1;1,4;4;5,5
1507;Horst aan de Maas;42429;16-12-2020;29-12-2020;612;1442,4;1;2,4;12;28,3
321;Houten;50146;16-12-2020;29-12-2020;374;745,8;3;6;1;2
406;Huizen;41273;16-12-2020;29-12-2020;473;1146;2;4,8;12;29,1
677;Hulst;27556;16-12-2020;29-12-2020;108;391,9;0;0;0;0
353;IJsselstein;34109;16-12-2020;29-12-2020;195;571,7;3;8,8;0;0
1884;Kaag en Braassem;27297;16-12-2020;29-12-2020;231;846,2;1;3,7;1;3,7
166;Kampen;54319;16-12-2020;29-12-2020;407;749,3;1;1,8;1;1,8
678;Kapelle;12695;16-12-2020;29-12-2020;143;1126,4;0;0;2;15,8
537;Katwijk;65753;16-12-2020;29-12-2020;882;1341,4;9;13,7;3;4,6
928;Kerkrade;45749;16-12-2020;29-12-2020;365;797,8;5;10,9;2;4,4
1598;Koggenland;22749;16-12-2020;29-12-2020;184;808,8;1;4,4;0;0
542;Krimpen aan den IJssel;29526;16-12-2020;29-12-2020;344;1165,1;3;10,2;8;27,1
1931;Krimpenerwaard;56319;16-12-2020;29-12-2020;475;843,4;12;21,3;3;5,3
