Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;01-04-2020;14-04-2020;431;79;116;21,3;65;11,9
14;Groningen;232874;01-04-2020;14-04-2020;42;18;4;1,7;1;0,4
1729;Gulpen-Wittem;14171;01-04-2020;14-04-2020;30;211,7;4;28,2;5;35,3
158;Haaksbergen;24311;01-04-2020;14-04-2020;29;119,3;7;28,8;2;8,2
392;Haarlem;162902;01-04-2020;14-04-2020;106;65,1;20;12,3;26;16
394;Haarlemmermeer;156002;01-04-2020;14-04-2020;86;55,1;20;12,8;8;5,1
1655;Halderberge;30284;01-04-2020;14-04-2020;27;89,2;1;3,3;3;9,9
160;Hardenberg;60948;01-04-2020;14-04-2020;103;169;11;18;7;11,5
243;Harderwijk;48414;01-04-2020;14-04-2020;37;76,4;10;20,7;8;16,5
523;Hardinxveld-Giessendam;18295;01-04-2020;14-04-2020;13;71,1;0;0;1;5,5
72;Harlingen;15722;01-04-2020;14-04-2020;7;44,5;2;12,7;0;0
244;Hattem;12209;01-04-2020;14-04-2020;20;163,8;3;24,6;3;24,6
396;Heemskerk;39182;01-04-2020;14-04-2020;31;79,1;2;5,1;4;10,2
397;Heemstede;27234;01-04-2020;14-04-2020;37;135,9;2;7,3;16;58,8
246;Heerde;18589;01-04-2020;14-04-2020;58;312;3;16,1;7;37,7
74;Heerenveen;50493;01-04-2020;14-04-2020;50;99;3;5,9;10;19,8
398;Heerhugowaard;57587;01-04-2020;14-04-2020;56;97,2;3;5,2;3;5,2
917;Heerlen;87086;01-04-2020;14-04-2020;126;144,7;29;33,3;19;21,8
1658;Heeze-Leende;16152;01-04-2020;14-04-2020;33;204,3;6;37,1;7;43,3
399;Heiloo;23968;01-04-2020;14-04-2020;17;70,9;2;8,3;0;0
163;Hellendoorn;35916;01-04-2020;14-04-2020;21;58,5;3;8,4;3;8,4
530;Hellevoetsluis;40142;01-04-2020;14-04-2020;31;77,2;10;24,9;0;0
794;Helmond;92423;01-04-2020;14-04-2020;111;120,1;41;44,4;16;17,3
531;Hendrik-Ido-Ambacht;31202;01-04-2020;14-04-2020;17;54,5;3;9,6;3;9,6
164;Hengelo (O.);81140;01-04-2020;14-04-2020;56;69;9;11,1;7;8,6
796;'s-Hertogenbosch;155111;01-04-2020;14-04-2020;127;81,9;27;17,4;29;18,7
1966;Het Hogeland;47801;01-04-2020;14-04-2020;13;27,2;3;6,3;1;2,1
252;Heumen;16454;01-04-2020;14-04-2020;22;133,7;6;36,5;2;12,2
797;Heusden;44692;01-04-2020;14-04-2020;30;67,1;7;15,7;7;15,7
534;Hillegom;22209;01-04-2020;14-04-2020;13;58,5;2;9;1;4,5
798;Hilvarenbeek;15518;01-04-2020;14-04-2020;10;64,4;2;12,9;2;12,9
402;Hilversum;90831;01-04-2020;14-04-2020;35;38,5;4;4,4;3;3,3
1963;Hoeksche Waard;87401;01-04-2020;14-04-2020;75;85,8;17;19,5;4;4,6
1735;Hof van Twente;35017;01-04-2020;14-04-2020;33;94,2;4;11,4;4;11,4
1911;Hollands Kroon;48432;01-04-2020;14-04-2020;21;43,4;4;8,3;2;4,1
118;Hoogeveen;55699;01-04-2020;14-04-2020;30;53,9;6;10,8;2;3,6
405;Hoorn;73261;01-04-2020;14-04-2020;34;46,4;10;13,6;5;6,8
1507;Horst aan de Maas;42429;01-04-2020;14-04-2020;48;113,1;6;14,1;5;11,8
321;Houten;50146;01-04-2020;14-04-2020;36;71,8;9;17,9;7;14
406;Huizen;41273;01-04-2020;14-04-2020;23;55,7;4;9,7;2;4,8
677;Hulst;27556;01-04-2020;14-04-2020;19;69;3;10,9;4;14,5
353;IJsselstein;34109;01-04-2020;14-04-2020;37;108,5;8;23,5;16;46,9
1884;Kaag en Braassem;27297;01-04-2020;14-04-2020;8;29,3;1;3,7;2;7,3
