Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;28-04-2021;11-05-2021;3130;573,4;41;7,5;4;0,7
14;Groningen;232874;28-04-2021;11-05-2021;718;308,3;3;1,3;1;0,4
1729;Gulpen-Wittem;14171;28-04-2021;11-05-2021;50;352,8;0;0;0;0
158;Haaksbergen;24311;28-04-2021;11-05-2021;123;505,9;0;0;0;0
392;Haarlem;162902;28-04-2021;11-05-2021;637;391;9;5,5;1;0,6
394;Haarlemmermeer;156002;28-04-2021;11-05-2021;724;464,1;2;1,3;1;0,6
1655;Halderberge;30284;28-04-2021;11-05-2021;228;752,9;0;0;0;0
160;Hardenberg;60948;28-04-2021;11-05-2021;283;464,3;0;0;0;0
243;Harderwijk;48414;28-04-2021;11-05-2021;214;442;0;0;1;2,1
523;Hardinxveld-Giessendam;18295;28-04-2021;11-05-2021;107;584,9;0;0;2;10,9
72;Harlingen;15722;28-04-2021;11-05-2021;34;216,3;0;0;0;0
244;Hattem;12209;28-04-2021;11-05-2021;31;253,9;0;0;0;0
396;Heemskerk;39182;28-04-2021;11-05-2021;169;431,3;1;2,6;0;0
397;Heemstede;27234;28-04-2021;11-05-2021;90;330,5;1;3,7;1;3,7
246;Heerde;18589;28-04-2021;11-05-2021;71;381,9;0;0;0;0
74;Heerenveen;50493;28-04-2021;11-05-2021;155;307;2;4;0;0
398;Heerhugowaard;57587;28-04-2021;11-05-2021;286;496,6;1;1,7;1;1,7
917;Heerlen;87086;28-04-2021;11-05-2021;522;599,4;5;5,7;2;2,3
1658;Heeze-Leende;16152;28-04-2021;11-05-2021;53;328,1;0;0;0;0
399;Heiloo;23968;28-04-2021;11-05-2021;112;467,3;1;4,2;0;0
163;Hellendoorn;35916;28-04-2021;11-05-2021;131;364,7;0;0;1;2,8
530;Hellevoetsluis;40142;28-04-2021;11-05-2021;197;490,8;0;0;0;0
794;Helmond;92423;28-04-2021;11-05-2021;735;795,3;5;5,4;1;1,1
531;Hendrik-Ido-Ambacht;31202;28-04-2021;11-05-2021;192;615,3;0;0;0;0
164;Hengelo (O.);81140;28-04-2021;11-05-2021;345;425,2;2;2,5;0;0
796;'s-Hertogenbosch;155111;28-04-2021;11-05-2021;1275;822;8;5,2;3;1,9
1966;Het Hogeland;47801;28-04-2021;11-05-2021;134;280,3;0;0;0;0
252;Heumen;16454;28-04-2021;11-05-2021;91;553,1;1;6,1;0;0
797;Heusden;44692;28-04-2021;11-05-2021;391;874,9;3;6,7;1;2,2
534;Hillegom;22209;28-04-2021;11-05-2021;73;328,7;1;4,5;0;0
798;Hilvarenbeek;15518;28-04-2021;11-05-2021;64;412,4;0;0;0;0
402;Hilversum;90831;28-04-2021;11-05-2021;320;352,3;2;2,2;3;3,3
1963;Hoeksche Waard;87401;28-04-2021;11-05-2021;420;480,5;0;0;2;2,3
1735;Hof van Twente;35017;28-04-2021;11-05-2021;229;654;1;2,9;0;0
1911;Hollands Kroon;48432;28-04-2021;11-05-2021;186;384;2;4,1;0;0
118;Hoogeveen;55699;28-04-2021;11-05-2021;210;377;2;3,6;0;0
405;Hoorn;73261;28-04-2021;11-05-2021;249;339,9;0;0;0;0
1507;Horst aan de Maas;42429;28-04-2021;11-05-2021;304;716,5;1;2,4;3;7,1
321;Houten;50146;28-04-2021;11-05-2021;254;506,5;3;6;0;0
406;Huizen;41273;28-04-2021;11-05-2021;153;370,7;2;4,8;0;0
677;Hulst;27556;28-04-2021;11-05-2021;138;500,8;0;0;0;0
353;IJsselstein;34109;28-04-2021;11-05-2021;240;703,6;3;8,8;0;0
1884;Kaag en Braassem;27297;28-04-2021;11-05-2021;113;414;0;0;0;0
166;Kampen;54319;28-04-2021;11-05-2021;223;410,5;0;0;0;0
678;Kapelle;12695;28-04-2021;11-05-2021;97;764,1;1;7,9;0;0
537;Katwijk;65753;28-04-2021;11-05-2021;411;625,1;1;1,5;0;0
928;Kerkrade;45749;28-04-2021;11-05-2021;318;695,1;7;15,3;0;0
1598;Koggenland;22749;28-04-2021;11-05-2021;66;290,1;0;0;0;0
542;Krimpen aan den IJssel;29526;28-04-2021;11-05-2021;141;477,5;1;3,4;0;0
1931;Krimpenerwaard;56319;28-04-2021;11-05-2021;339;601,9;6;10,7;0;0
1659;Laarbeek;22523;28-04-2021;11-05-2021;231;1025,6;3;13,3;0;0
1685;Landerd;15730;28-04-2021;11-05-2021;104;661,2;0;0;0;0
882;Landgraaf;37445;28-04-2021;11-05-2021;276;737,1;6;16;0;0
415;Landsmeer;11491;28-04-2021;11-05-2021;52;452,5;0;0;0;0
416;Langedijk;28163;28-04-2021;11-05-2021;115;408,3;1;3,6;1;3,6
1621;Lansingerland;62384;28-04-2021;11-05-2021;341;546,6;1;1,6;0;0
417;Laren;11280;28-04-2021;11-05-2021;33;292,6;0;0;0;0
80;Leeuwarden;124084;28-04-2021;11-05-2021;434;349,8;3;2,4;3;2,4
546;Leiden;125099;28-04-2021;11-05-2021;603;482;1;0,8;0;0
547;Leiderdorp;27056;28-04-2021;11-05-2021;101;373,3;0;0;0;0
1916;Leidschendam-Voorburg;76534;28-04-2021;11-05-2021;356;465,2;5;6,5;0;0
995;Lelystad;78598;28-04-2021;11-05-2021;301;383;4;5,1;1;1,3
1640;Leudal;35879;28-04-2021;11-05-2021;175;487,8;0;0;0;0
327;Leusden;30401;28-04-2021;11-05-2021;135;444,1;2;6,6;0;0
1705;Lingewaard;46601;28-04-2021;11-05-2021;208;446,3;0;0;2;4,3
553;Lisse;22955;28-04-2021;11-05-2021;108;470,5;0;0;0;0
262;Lochem;33729;28-04-2021;11-05-2021;141;418;2;5,9;0;0
809;Loon op Zand;23408;28-04-2021;11-05-2021;192;820,2;3;12,8;1;4,3
331;Lopik;14467;28-04-2021;11-05-2021;106;732,7;0;0;0;0
168;Losser;22683;28-04-2021;11-05-2021;139;612,8;1;4,4;0;0
263;Maasdriel;25030;28-04-2021;11-05-2021;230;918,9;0;0;0;0
1641;Maasgouw;23965;28-04-2021;11-05-2021;134;559,1;0;0;0;0
556;Maassluis;33213;28-04-2021;11-05-2021;200;602,2;3;9;1;3
935;Maastricht;121575;28-04-2021;11-05-2021;646;531,4;9;7,4;1;0,8
420;Medemblik;45101;28-04-2021;11-05-2021;129;286;0;0;0;0
938;Meerssen;18828;28-04-2021;11-05-2021;106;563;3;15,9;0;0
1948;Meierijstad;81194;28-04-2021;11-05-2021;609;750,1;1;1,2;2;2,5
119;Meppel;33920;28-04-2021;11-05-2021;118;347,9;2;5,9;1;2,9
687;Middelburg;48822;28-04-2021;11-05-2021;251;514,1;2;4,1;0;0
1842;Midden-Delfland;19341;28-04-2021;11-05-2021;96;496,4;0;0;0;0
1731;Midden-Drenthe;33185;28-04-2021;11-05-2021;66;198,9;1;3;1;3
1952;Midden-Groningen;60797;28-04-2021;11-05-2021;134;220,4;0;0;1;1,6
815;Mill en Sint Hubert;10939;28-04-2021;11-05-2021;52;475,4;0;0;0;0
1709;Moerdijk;37129;28-04-2021;11-05-2021;196;527,9;1;2,7;0;0
1978;Molenlanden;43909;28-04-2021;11-05-2021;393;895;0;0;1;2,3
1955;Montferland;36011;28-04-2021;11-05-2021;214;594,3;0;0;0;0
335;Montfoort;13917;28-04-2021;11-05-2021;69;495,8;1;7,2;0;0
944;Mook en Middelaar;7847;28-04-2021;11-05-2021;30;382,3;0;0;0;0
1740;Neder-Betuwe;24339;28-04-2021;11-05-2021;200;821,7;0;0;0;0
946;Nederweert;17019;28-04-2021;11-05-2021;93;546,4;1;5,9;0;0
356;Nieuwegein;63462;28-04-2021;11-05-2021;280;441,2;3;4,7;0;0
569;Nieuwkoop;28811;28-04-2021;11-05-2021;160;555,3;3;10,4;0;0
267;Nijkerk;43171;28-04-2021;11-05-2021;152;352,1;0;0;0;0
