Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;24-03-2021;06-04-2021;3157;578,4;68;12,5;3;0,5
14;Groningen;232874;24-03-2021;06-04-2021;701;301;5;2,1;7;3
1729;Gulpen-Wittem;14171;24-03-2021;06-04-2021;55;388,1;0;0;0;0
158;Haaksbergen;24311;24-03-2021;06-04-2021;50;205,7;0;0;0;0
392;Haarlem;162902;24-03-2021;06-04-2021;849;521,2;6;3,7;2;1,2
394;Haarlemmermeer;156002;24-03-2021;06-04-2021;844;541;4;2,6;3;1,9
1655;Halderberge;30284;24-03-2021;06-04-2021;148;488,7;2;6,6;0;0
160;Hardenberg;60948;24-03-2021;06-04-2021;289;474,2;4;6,6;0;0
243;Harderwijk;48414;24-03-2021;06-04-2021;252;520,5;1;2,1;0;0
523;Hardinxveld-Giessendam;18295;24-03-2021;06-04-2021;146;798;0;0;0;0
72;Harlingen;15722;24-03-2021;06-04-2021;54;343,5;0;0;0;0
244;Hattem;12209;24-03-2021;06-04-2021;68;557;0;0;0;0
396;Heemskerk;39182;24-03-2021;06-04-2021;231;589,6;1;2,6;1;2,6
397;Heemstede;27234;24-03-2021;06-04-2021;148;543,4;1;3,7;0;0
246;Heerde;18589;24-03-2021;06-04-2021;137;737;1;5,4;0;0
74;Heerenveen;50493;24-03-2021;06-04-2021;193;382,2;2;4;1;2
398;Heerhugowaard;57587;24-03-2021;06-04-2021;427;741,5;0;0;1;1,7
917;Heerlen;87086;24-03-2021;06-04-2021;429;492,6;2;2,3;0;0
1658;Heeze-Leende;16152;24-03-2021;06-04-2021;94;582;1;6,2;0;0
399;Heiloo;23968;24-03-2021;06-04-2021;126;525,7;0;0;0;0
163;Hellendoorn;35916;24-03-2021;06-04-2021;227;632;2;5,6;0;0
530;Hellevoetsluis;40142;24-03-2021;06-04-2021;257;640,2;1;2,5;1;2,5
794;Helmond;92423;24-03-2021;06-04-2021;623;674,1;2;2,2;3;3,2
