Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;23-09-2020;06-10-2020;3042;557,3;60;11;23;4,2
14;Groningen;232874;23-09-2020;06-10-2020;982;421,7;6;2,6;0;0
1729;Gulpen-Wittem;14171;23-09-2020;06-10-2020;34;239,9;1;7,1;1;7,1
158;Haaksbergen;24311;23-09-2020;06-10-2020;126;518,3;0;0;0;0
392;Haarlem;162902;23-09-2020;06-10-2020;485;297,7;12;7,4;6;3,7
394;Haarlemmermeer;156002;23-09-2020;06-10-2020;538;344,9;4;2,6;5;3,2
1655;Halderberge;30284;23-09-2020;06-10-2020;83;274,1;0;0;1;3,3
160;Hardenberg;60948;23-09-2020;06-10-2020;49;80,4;0;0;0;0
243;Harderwijk;48414;23-09-2020;06-10-2020;90;185,9;0;0;0;0
523;Hardinxveld-Giessendam;18295;23-09-2020;06-10-2020;41;224,1;0;0;0;0
72;Harlingen;15722;23-09-2020;06-10-2020;11;70;0;0;0;0
244;Hattem;12209;23-09-2020;06-10-2020;17;139,2;0;0;0;0
396;Heemskerk;39182;23-09-2020;06-10-2020;98;250,1;1;2,6;2;5,1
397;Heemstede;27234;23-09-2020;06-10-2020;94;345,2;2;7,3;0;0
246;Heerde;18589;23-09-2020;06-10-2020;21;113;0;0;0;0
74;Heerenveen;50493;23-09-2020;06-10-2020;71;140,6;1;2;0;0
398;Heerhugowaard;57587;23-09-2020;06-10-2020;82;142,4;0;0;0;0
917;Heerlen;87086;23-09-2020;06-10-2020;65;74,6;0;0;0;0
1658;Heeze-Leende;16152;23-09-2020;06-10-2020;41;253,8;0;0;0;0
399;Heiloo;23968;23-09-2020;06-10-2020;25;104,3;0;0;0;0
163;Hellendoorn;35916;23-09-2020;06-10-2020;31;86,3;0;0;0;0
530;Hellevoetsluis;40142;23-09-2020;06-10-2020;112;279;4;10;0;0
794;Helmond;92423;23-09-2020;06-10-2020;326;352,7;1;1,1;1;1,1
531;Hendrik-Ido-Ambacht;31202;23-09-2020;06-10-2020;137;439,1;1;3,2;1;3,2
164;Hengelo (O.);81140;23-09-2020;06-10-2020;273;336,5;8;9,9;2;2,5
796;'s-Hertogenbosch;155111;23-09-2020;06-10-2020;360;232,1;5;3,2;1;0,6
