Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;17-02-2021;02-03-2021;1469;269,1;30;5,5;15;2,7
14;Groningen;232874;17-02-2021;02-03-2021;771;331,1;1;0,4;2;0,9
1729;Gulpen-Wittem;14171;17-02-2021;02-03-2021;47;331,7;0;0;0;0
158;Haaksbergen;24311;17-02-2021;02-03-2021;49;201,6;0;0;0;0
392;Haarlem;162902;17-02-2021;02-03-2021;496;304,5;2;1,2;1;0,6
394;Haarlemmermeer;156002;17-02-2021;02-03-2021;498;319,2;3;1,9;2;1,3
1655;Halderberge;30284;17-02-2021;02-03-2021;116;383;1;3,3;0;0
160;Hardenberg;60948;17-02-2021;02-03-2021;233;382,3;2;3,3;0;0
243;Harderwijk;48414;17-02-2021;02-03-2021;146;301,6;2;4,1;3;6,2
523;Hardinxveld-Giessendam;18295;17-02-2021;02-03-2021;169;923,7;1;5,5;3;16,4
72;Harlingen;15722;17-02-2021;02-03-2021;67;426,2;0;0;0;0
244;Hattem;12209;17-02-2021;02-03-2021;43;352,2;0;0;0;0
396;Heemskerk;39182;17-02-2021;02-03-2021;343;875,4;4;10,2;4;10,2
397;Heemstede;27234;17-02-2021;02-03-2021;56;205,6;1;3,7;0;0
246;Heerde;18589;17-02-2021;02-03-2021;27;145,2;0;0;0;0
74;Heerenveen;50493;17-02-2021;02-03-2021;167;330,7;3;5,9;3;5,9
398;Heerhugowaard;57587;17-02-2021;02-03-2021;357;619,9;3;5,2;4;6,9
917;Heerlen;87086;17-02-2021;02-03-2021;229;263;3;3,4;2;2,3
1658;Heeze-Leende;16152;17-02-2021;02-03-2021;79;489,1;1;6,2;0;0
399;Heiloo;23968;17-02-2021;02-03-2021;85;354,6;0;0;0;0
163;Hellendoorn;35916;17-02-2021;02-03-2021;205;570,8;1;2,8;3;8,4
530;Hellevoetsluis;40142;17-02-2021;02-03-2021;94;234,2;2;5;2;5
794;Helmond;92423;17-02-2021;02-03-2021;713;771,5;6;6,5;4;4,3
531;Hendrik-Ido-Ambacht;31202;17-02-2021;02-03-2021;97;310,9;1;3,2;3;9,6
164;Hengelo (O.);81140;17-02-2021;02-03-2021;131;161,4;1;1,2;0;0
796;'s-Hertogenbosch;155111;17-02-2021;02-03-2021;661;426,1;3;1,9;6;3,9
1966;Het Hogeland;47801;17-02-2021;02-03-2021;141;295;2;4,2;0;0
252;Heumen;16454;17-02-2021;02-03-2021;30;182,3;0;0;0;0
797;Heusden;44692;17-02-2021;02-03-2021;202;452;0;0;2;4,5
534;Hillegom;22209;17-02-2021;02-03-2021;68;306,2;0;0;1;4,5
