Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;31-03-2021;13-04-2021;3367;616,8;62;11,4;3;0,5
14;Groningen;232874;31-03-2021;13-04-2021;595;255,5;1;0,4;5;2,1
1729;Gulpen-Wittem;14171;31-03-2021;13-04-2021;92;649,2;0;0;0;0
158;Haaksbergen;24311;31-03-2021;13-04-2021;64;263,3;0;0;0;0
392;Haarlem;162902;31-03-2021;13-04-2021;789;484,3;5;3,1;3;1,8
394;Haarlemmermeer;156002;31-03-2021;13-04-2021;814;521,8;5;3,2;1;0,6
1655;Halderberge;30284;31-03-2021;13-04-2021;179;591,1;2;6,6;0;0
160;Hardenberg;60948;31-03-2021;13-04-2021;260;426,6;2;3,3;0;0
243;Harderwijk;48414;31-03-2021;13-04-2021;223;460,6;1;2,1;1;2,1
523;Hardinxveld-Giessendam;18295;31-03-2021;13-04-2021;165;901,9;0;0;0;0
72;Harlingen;15722;31-03-2021;13-04-2021;91;578,8;0;0;0;0
244;Hattem;12209;31-03-2021;13-04-2021;71;581,5;0;0;0;0
396;Heemskerk;39182;31-03-2021;13-04-2021;252;643,2;1;2,6;0;0
397;Heemstede;27234;31-03-2021;13-04-2021;147;539,8;3;11;1;3,7
246;Heerde;18589;31-03-2021;13-04-2021;91;489,5;1;5,4;0;0
74;Heerenveen;50493;31-03-2021;13-04-2021;202;400,1;2;4;2;4
398;Heerhugowaard;57587;31-03-2021;13-04-2021;389;675,5;0;0;0;0
917;Heerlen;87086;31-03-2021;13-04-2021;520;597,1;6;6,9;1;1,1
1658;Heeze-Leende;16152;31-03-2021;13-04-2021;88;544,8;1;6,2;0;0
399;Heiloo;23968;31-03-2021;13-04-2021;92;383,8;0;0;0;0
163;Hellendoorn;35916;31-03-2021;13-04-2021;268;746,2;1;2,8;0;0
530;Hellevoetsluis;40142;31-03-2021;13-04-2021;303;754,8;4;10;1;2,5
794;Helmond;92423;31-03-2021;13-04-2021;650;703,3;2;2,2;2;2,2
531;Hendrik-Ido-Ambacht;31202;31-03-2021;13-04-2021;243;778,8;0;0;0;0
164;Hengelo (O.);81140;31-03-2021;13-04-2021;263;324,1;1;1,2;0;0
796;'s-Hertogenbosch;155111;31-03-2021;13-04-2021;1270;818,8;4;2,6;1;0,6
1966;Het Hogeland;47801;31-03-2021;13-04-2021;205;428,9;2;4,2;0;0
252;Heumen;16454;31-03-2021;13-04-2021;56;340,3;0;0;0;0
797;Heusden;44692;31-03-2021;13-04-2021;306;684,7;0;0;1;2,2
534;Hillegom;22209;31-03-2021;13-04-2021;120;540,3;1;4,5;0;0
798;Hilvarenbeek;15518;31-03-2021;13-04-2021;97;625,1;1;6,4;0;0
402;Hilversum;90831;31-03-2021;13-04-2021;304;334,7;5;5,5;0;0
1963;Hoeksche Waard;87401;31-03-2021;13-04-2021;721;824,9;2;2,3;0;0
1735;Hof van Twente;35017;31-03-2021;13-04-2021;169;482,6;0;0;1;2,9
1911;Hollands Kroon;48432;31-03-2021;13-04-2021;231;477;0;0;0;0
118;Hoogeveen;55699;31-03-2021;13-04-2021;164;294,4;2;3,6;0;0
405;Hoorn;73261;31-03-2021;13-04-2021;380;518,7;2;2,7;2;2,7
1507;Horst aan de Maas;42429;31-03-2021;13-04-2021;461;1086,5;2;4,7;1;2,4
321;Houten;50146;31-03-2021;13-04-2021;242;482,6;2;4;0;0
406;Huizen;41273;31-03-2021;13-04-2021;156;378;0;0;1;2,4
677;Hulst;27556;31-03-2021;13-04-2021;83;301,2;3;10,9;0;0
353;IJsselstein;34109;31-03-2021;13-04-2021;179;524,8;0;0;1;2,9
1884;Kaag en Braassem;27297;31-03-2021;13-04-2021;205;751;1;3,7;0;0
166;Kampen;54319;31-03-2021;13-04-2021;161;296,4;2;3,7;0;0
678;Kapelle;12695;31-03-2021;13-04-2021;87;685,3;3;23,6;0;0
537;Katwijk;65753;31-03-2021;13-04-2021;597;907,9;3;4,6;2;3
928;Kerkrade;45749;31-03-2021;13-04-2021;187;408,8;5;10,9;0;0
1598;Koggenland;22749;31-03-2021;13-04-2021;115;505,5;0;0;0;0
542;Krimpen aan den IJssel;29526;31-03-2021;13-04-2021;193;653,7;0;0;1;3,4
1931;Krimpenerwaard;56319;31-03-2021;13-04-2021;370;657;11;19,5;0;0
1659;Laarbeek;22523;31-03-2021;13-04-2021;114;506,1;0;0;0;0
1685;Landerd;15730;31-03-2021;13-04-2021;181;1150,7;1;6,4;1;6,4
882;Landgraaf;37445;31-03-2021;13-04-2021;210;560,8;2;5,3;0;0
415;Landsmeer;11491;31-03-2021;13-04-2021;39;339,4;0;0;0;0
416;Langedijk;28163;31-03-2021;13-04-2021;135;479,4;1;3,6;0;0
1621;Lansingerland;62384;31-03-2021;13-04-2021;340;545;0;0;3;4,8
417;Laren;11280;31-03-2021;13-04-2021;47;416,7;0;0;0;0
80;Leeuwarden;124084;31-03-2021;13-04-2021;420;338,5;1;0,8;2;1,6
546;Leiden;125099;31-03-2021;13-04-2021;601;480,4;2;1,6;4;3,2
547;Leiderdorp;27056;31-03-2021;13-04-2021;178;657,9;0;0;1;3,7
1916;Leidschendam-Voorburg;76534;31-03-2021;13-04-2021;344;449,5;5;6,5;1;1,3
995;Lelystad;78598;31-03-2021;13-04-2021;373;474,6;2;2,5;0;0
1640;Leudal;35879;31-03-2021;13-04-2021;244;680,1;2;5,6;0;0
327;Leusden;30401;31-03-2021;13-04-2021;126;414,5;3;9,9;0;0
1705;Lingewaard;46601;31-03-2021;13-04-2021;189;405,6;4;8,6;2;4,3
553;Lisse;22955;31-03-2021;13-04-2021;145;631,7;1;4,4;0;0
262;Lochem;33729;31-03-2021;13-04-2021;95;281,7;0;0;1;3
809;Loon op Zand;23408;31-03-2021;13-04-2021;136;581;1;4,3;0;0
331;Lopik;14467;31-03-2021;13-04-2021;85;587,5;1;6,9;0;0
168;Losser;22683;31-03-2021;13-04-2021;61;268,9;2;8,8;0;0
263;Maasdriel;25030;31-03-2021;13-04-2021;294;1174,6;0;0;3;12
1641;Maasgouw;23965;31-03-2021;13-04-2021;166;692,7;0;0;0;0
556;Maassluis;33213;31-03-2021;13-04-2021;203;611,2;3;9;1;3
935;Maastricht;121575;31-03-2021;13-04-2021;591;486,1;9;7,4;1;0,8
420;Medemblik;45101;31-03-2021;13-04-2021;276;612;2;4,4;0;0
