Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
518;'s-Gravenhage;545838;05-05-2021;18-05-2021;2669;489;52;9,5;4;0,7
14;Groningen;232874;05-05-2021;18-05-2021;655;281,3;4;1,7;0;0
1729;Gulpen-Wittem;14171;05-05-2021;18-05-2021;60;423,4;1;7,1;0;0
158;Haaksbergen;24311;05-05-2021;18-05-2021;121;497,7;1;4,1;0;0
392;Haarlem;162902;05-05-2021;18-05-2021;503;308,8;5;3,1;1;0,6
394;Haarlemmermeer;156002;05-05-2021;18-05-2021;590;378,2;2;1,3;0;0
1655;Halderberge;30284;05-05-2021;18-05-2021;194;640,6;2;6,6;0;0
160;Hardenberg;60948;05-05-2021;18-05-2021;247;405,3;1;1,6;0;0
243;Harderwijk;48414;05-05-2021;18-05-2021;175;361,5;2;4,1;0;0
523;Hardinxveld-Giessendam;18295;05-05-2021;18-05-2021;83;453,7;1;5,5;0;0
72;Harlingen;15722;05-05-2021;18-05-2021;32;203,5;0;0;0;0
244;Hattem;12209;05-05-2021;18-05-2021;44;360,4;1;8,2;0;0
396;Heemskerk;39182;05-05-2021;18-05-2021;153;390,5;0;0;0;0
397;Heemstede;27234;05-05-2021;18-05-2021;66;242,3;0;0;0;0
246;Heerde;18589;05-05-2021;18-05-2021;55;295,9;1;5,4;0;0
74;Heerenveen;50493;05-05-2021;18-05-2021;131;259,4;2;4;0;0
398;Heerhugowaard;57587;05-05-2021;18-05-2021;266;461,9;0;0;1;1,7
917;Heerlen;87086;05-05-2021;18-05-2021;435;499,5;6;6,9;1;1,1
1658;Heeze-Leende;16152;05-05-2021;18-05-2021;53;328,1;0;0;0;0
399;Heiloo;23968;05-05-2021;18-05-2021;64;267;0;0;0;0
163;Hellendoorn;35916;05-05-2021;18-05-2021;139;387;1;2,8;1;2,8
530;Hellevoetsluis;40142;05-05-2021;18-05-2021;98;244,1;1;2,5;0;0
794;Helmond;92423;05-05-2021;18-05-2021;583;630,8;4;4,3;0;0
531;Hendrik-Ido-Ambacht;31202;05-05-2021;18-05-2021;169;541,6;1;3,2;1;3,2
164;Hengelo (O.);81140;05-05-2021;18-05-2021;367;452,3;1;1,2;0;0
796;'s-Hertogenbosch;155111;05-05-2021;18-05-2021;1065;686,6;6;3,9;5;3,2
1966;Het Hogeland;47801;05-05-2021;18-05-2021;136;284,5;1;2,1;0;0
252;Heumen;16454;05-05-2021;18-05-2021;95;577,4;0;0;1;6,1
797;Heusden;44692;05-05-2021;18-05-2021;286;639,9;3;6,7;0;0
534;Hillegom;22209;05-05-2021;18-05-2021;53;238,6;0;0;0;0
798;Hilvarenbeek;15518;05-05-2021;18-05-2021;53;341,5;0;0;0;0
402;Hilversum;90831;05-05-2021;18-05-2021;289;318,2;1;1,1;1;1,1
1963;Hoeksche Waard;87401;05-05-2021;18-05-2021;362;414,2;1;1,1;2;2,3
1735;Hof van Twente;35017;05-05-2021;18-05-2021;174;496,9;2;5,7;0;0
1911;Hollands Kroon;48432;05-05-2021;18-05-2021;152;313,8;1;2,1;0;0
118;Hoogeveen;55699;05-05-2021;18-05-2021;193;346,5;2;3,6;1;1,8
405;Hoorn;73261;05-05-2021;18-05-2021;228;311,2;1;1,4;0;0
1507;Horst aan de Maas;42429;05-05-2021;18-05-2021;268;631,6;1;2,4;0;0
321;Houten;50146;05-05-2021;18-05-2021;203;404,8;1;2;0;0
406;Huizen;41273;05-05-2021;18-05-2021;128;310,1;1;2,4;0;0
677;Hulst;27556;05-05-2021;18-05-2021;83;301,2;1;3,6;0;0
353;IJsselstein;34109;05-05-2021;18-05-2021;198;580,5;1;2,9;0;0
1884;Kaag en Braassem;27297;05-05-2021;18-05-2021;120;439,6;0;0;0;0
166;Kampen;54319;05-05-2021;18-05-2021;189;347,9;2;3,7;1;1,8
678;Kapelle;12695;05-05-2021;18-05-2021;49;386;1;7,9;0;0
537;Katwijk;65753;05-05-2021;18-05-2021;334;508;0;0;0;0
928;Kerkrade;45749;05-05-2021;18-05-2021;270;590,2;4;8,7;0;0
1598;Koggenland;22749;05-05-2021;18-05-2021;76;334,1;0;0;1;4,4
542;Krimpen aan den IJssel;29526;05-05-2021;18-05-2021;113;382,7;0;0;1;3,4
1931;Krimpenerwaard;56319;05-05-2021;18-05-2021;248;440,3;7;12,4;0;0
1659;Laarbeek;22523;05-05-2021;18-05-2021;204;905,7;2;8,9;0;0
1685;Landerd;15730;05-05-2021;18-05-2021;79;502,2;0;0;0;0
882;Landgraaf;37445;05-05-2021;18-05-2021;205;547,5;7;18,7;3;8
415;Landsmeer;11491;05-05-2021;18-05-2021;47;409;0;0;0;0
416;Langedijk;28163;05-05-2021;18-05-2021;102;362,2;0;0;1;3,6
1621;Lansingerland;62384;05-05-2021;18-05-2021;290;464,9;3;4,8;0;0
417;Laren;11280;05-05-2021;18-05-2021;45;398,9;0;0;0;0
80;Leeuwarden;124084;05-05-2021;18-05-2021;423;340,9;5;4;1;0,8
546;Leiden;125099;05-05-2021;18-05-2021;552;441,3;3;2,4;0;0
547;Leiderdorp;27056;05-05-2021;18-05-2021;104;384,4;0;0;1;3,7
1916;Leidschendam-Voorburg;76534;05-05-2021;18-05-2021;280;365,9;4;5,2;1;1,3
995;Lelystad;78598;05-05-2021;18-05-2021;268;341;2;2,5;1;1,3
1640;Leudal;35879;05-05-2021;18-05-2021;142;395,8;0;0;1;2,8
327;Leusden;30401;05-05-2021;18-05-2021;106;348,7;0;0;0;0
1705;Lingewaard;46601;05-05-2021;18-05-2021;163;349,8;0;0;1;2,1
553;Lisse;22955;05-05-2021;18-05-2021;76;331,1;0;0;0;0
262;Lochem;33729;05-05-2021;18-05-2021;137;406,2;1;3;0;0
809;Loon op Zand;23408;05-05-2021;18-05-2021;152;649,4;2;8,5;2;8,5
